order_id,crm_deal_id,customer_id,sku,quantity,unit_price,currency,order_date,invoice_date,country_code,amount
ORD-00224,,CUST-0290,SKU-0024,8,829.53,EUR,2025-03-28,2025-03-31,IT,6636.24
ORD-00161,,CUST-0212,SKU-0002,11,1375.78,USD,2025-07-09,2025-07-11,DE,15133.58
ORD-00253,,CUST-0163,SKU-0005,20,152.97,EUR,2025-01-07,2025-01-09,IT,3059.4
ORD-00044,DEAL-00159,CUST-0241,SKU-0002,3,2230.11,USD,2025-08-06,2025-08-09,DE,6690.33
ORD-00221,,CUST-0070,SKU-0007,2,1305.01,EUR,2025-01-05,2025-01-08,IT,2610.02
ORD-00235,,CUST-0298,SKU-0001,12,709.31,USD,2025-09-07,2025-09-09,PL,8511.72
ORD-00024,DEAL-00113,CUST-0084,SKU-0006,5,170.23,EUR,2025-04-05,2025-04-06,FR,851.15
ORD-00214,,CUST-0059,SKU-0009,6,580.4,USD,2025-04-11,2025-04-14,ES,3482.4
ORD-00213,,CUST-0033,SKU-0019,1,1071.87,PLN,2025-04-16,2025-04-18,IT,1071.87
ORD-00185,,CUST-0003,SKU-0010,13,509.18,EUR,2025-02-24,2025-02-24,FR,6619.34
ORD-00074,DEAL-00084,CUST-0163,SKU-0021,14,1490.61,PLN,2025-02-01,2025-02-02,IT,20868.54
ORD-00162,,CUST-0297,SKU-0024,5,73.52,EUR,2025-10-11,2025-10-15,FR,367.6
ORD-00078,DEAL-00156,CUST-0146,SKU-0028,8,1977.41,EUR,2025-11-11,2025-11-15,IT,15819.28
ORD-00210,,CUST-0090,SKU-0018,6,1398.39,PLN,2025-05-05,2025-05-09,FR,8390.34
ORD-00022,DEAL-00130,CUST-0071,SKU-0005,16,833.31,EUR,2025-04-01,2025-04-02,DE,13332.96
ORD-00087,DEAL-00139,CUST-0164,SKU-0024,5,554.95,EUR,2025-10-12,2025-10-17,ES,2774.75
ORD-00031,DEAL-00126,CUST-0265,SKU-0028,12,1570.18,USD,2025-06-07,2025-06-12,ES,18842.16
ORD-00183,,CUST-0195,SKU-0003,14,319.32,USD,2025-10-27,2025-11-01,FR,4470.48
ORD-00063,DEAL-00020,CUST-0188,SKU-0013,19,1262.85,PLN,2025-08-22,2025-08-26,IT,23994.15
ORD-00090,DEAL-00121,CUST-0149,SKU-0013,5,1274.05,PLN,2025-02-11,2025-02-11,DE,6370.25
ORD-00245,,CUST-0053,SKU-0004,16,152.7,EUR,2025-07-16,2025-07-16,FR,2443.2
ORD-00196,,CUST-0059,SKU-0030,13,456.44,USD,2025-07-21,2025-07-23,DE,5933.72
ORD-00043,DEAL-00051,CUST-0044,SKU-0017,19,467.07,USD,2025-04-21,2025-04-22,IT,8874.33
ORD-00040,DEAL-00007,CUST-0235,SKU-0003,2,6984.61,PLN,2025-07-14,2025-07-17,IT,13969.22
ORD-00109,DEAL-00017,CUST-0245,SKU-0017,18,509.78,USD,2025-03-25,2025-03-30,ES,9176.04
ORD-00199,,CUST-0079,SKU-0023,5,968.34,EUR,2025-05-04,2025-05-06,ES,4841.7
ORD-00226,,CUST-0112,SKU-0014,2,1152.01,PLN,2025-08-14,2025-08-18,DE,2304.02
ORD-00010,DEAL-00026,CUST-0097,SKU-0011,2,12173.03,EUR,2025-11-10,2025-11-14,FR,24346.06
ORD-00004,DEAL-00079,CUST-0297,SKU-0015,16,1314.82,EUR,2025-09-19,2025-09-23,DE,21037.12
ORD-00045,DEAL-00120,CUST-0009,SKU-0012,12,244.93,USD,2025-11-11,2025-11-16,DE,2939.16
