order_id,order_code,customer_id,sku_id,quantity,unit_price,total_value,channel,status,order_date,required_date,created_at
3138,ORD-20231123-03138,3481,364,1,48.42,48.42,website,delivered,2023-11-23 13:02:00,2023-11-25 13:02:00,2023-11-23 13:02:00
3139,ORD-20231121-03139,2359,266,3,387.89,1163.67,marketplace,delivered,2023-11-21 20:20:00,2023-11-25 20:20:00,2023-11-21 20:20:00
3140,ORD-20230609-03140,1101,29,1,88.95,88.95,mobile_app,delivered,2023-06-09 10:07:00,2023-06-12 10:07:00,2023-06-09 10:07:00
3141,ORD-20231109-03141,1148,186,4,270.6,1082.4,mobile_app,delivered,2023-11-09 22:30:00,2023-11-12 22:30:00,2023-11-09 22:30:00
3142,ORD-20231120-03142,618,461,5,74.48,372.4,website,delivered,2023-11-20 10:07:00,2023-11-25 10:07:00,2023-11-20 10:07:00
3143,ORD-20230322-03143,2325,294,4,530.88,2123.52,mobile_app,delivered,2023-03-22 20:08:00,2023-03-28 20:08:00,2023-03-22 20:08:00
3144,ORD-20230605-03144,2211,270,4,125.41,501.64,mobile_app,delivered,2023-06-05 16:21:00,2023-06-08 16:21:00,2023-06-05 16:21:00
3145,ORD-20230707-03145,4924,136,2,289.46,578.92,website,delivered,2023-07-07 09:44:00,2023-07-11 09:44:00,2023-07-07 09:44:00
3146,ORD-20230923-03146,890,184,5,206.09,1030.45,mobile_app,delivered,2023-09-23 22:47:00,2023-09-26 22:47:00,2023-09-23 22:47:00
3147,ORD-20230428-03147,2882,447,2,31.18,62.36,mobile_app,cancelled,2023-04-28 19:42:00,2023-05-01 19:42:00,2023-04-28 19:42:00
3148,ORD-20231127-03148,4523,333,2,87.49,174.98,website,delivered,2023-11-27 22:49:00,2023-11-30 22:49:00,2023-11-27 22:49:00
3149,ORD-20230702-03149,4114,388,5,162.23,811.15,website,delivered,2023-07-02 20:38:00,2023-07-07 20:38:00,2023-07-02 20:38:00
3150,ORD-20230801-03150,3598,230,5,118.82,594.1,mobile_app,delivered,2023-08-01 21:35:00,2023-08-06 21:35:00,2023-08-01 21:35:00
3151,ORD-20231027-03151,1114,316,5,317.82,1589.1,mobile_app,delivered,2023-10-27 20:26:00,2023-11-03 20:26:00,2023-10-27 20:26:00
3152,ORD-20230622-03152,3738,128,2,257.19,514.38,website,delivered,2023-06-22 19:35:00,2023-06-24 19:35:00,2023-06-22 19:35:00
3153,ORD-20231209-03153,3841,353,4,320.67,1282.68,mobile_app,shipped,2023-12-09 19:42:00,2023-12-14 19:42:00,2023-12-09 19:42:00
3154,ORD-20230408-03154,597,213,3,94.49,283.47,website,delivered,2023-04-08 15:00:00,2023-04-12 15:00:00,2023-04-08 15:00:00
3155,ORD-20230423-03155,3467,225,3,146.44,439.32,website,delivered,2023-04-23 15:21:00,2023-04-28 15:21:00,2023-04-23 15:21:00
3156,ORD-20231009-03156,3555,325,2,260.71,521.42,mobile_app,shipped,2023-10-09 14:28:00,2023-10-14 14:28:00,2023-10-09 14:28:00
3157,ORD-20230315-03157,4835,471,2,198.71,397.42,website,delivered,2023-03-15 14:47:00,2023-03-19 14:47:00,2023-03-15 14:47:00
3158,ORD-20230512-03158,1501,28,4,269.51,1078.04,mobile_app,delivered,2023-05-12 21:06:00,2023-05-15 21:06:00,2023-05-12 21:06:00
3159,ORD-20230802-03159,3985,407,3,142.63,427.89,website,delivered,2023-08-02 17:45:00,2023-08-08 17:45:00,2023-08-02 17:45:00
3160,ORD-20231204-03160,4092,146,5,299.27,1496.35,website,delivered,2023-12-04 12:35:00,2023-12-06 12:35:00,2023-12-04 12:35:00
3161,ORD-20230511-03161,4851,225,5,146.44,732.2,marketplace,delivered,2023-05-11 10:05:00,2023-05-18 10:05:00,2023-05-11 10:05:00
3162,ORD-20230105-03162,3257,9,2,94.93,189.86,mobile_app,delivered,2023-01-05 08:10:00,2023-01-08 08:10:00,2023-01-05 08:10:00
3163,ORD-20231013-03163,3536,148,5,87.39,436.95,marketplace,delivered,2023-10-13 17:25:00,2023-10-15 17:25:00,2023-10-13 17:25:00
3164,ORD-20230315-03164,4036,253,3,62.53,187.59,website,cancelled,2023-03-15 19:34:00,2023-03-22 19:34:00,2023-03-15 19:34:00
3165,ORD-20231222-03165,3756,22,5,254.74,1273.7,website,delivered,2023-12-22 14:24:00,2023-12-24 14:24:00,2023-12-22 14:24:00
3166,ORD-20230928-03166,2239,247,5,164.24,821.2,website,delivered,2023-09-28 13:58:00,2023-10-02 13:58:00,2023-09-28 13:58:00
3167,ORD-20230720-03167,2158,463,5,346.96,1734.8,website,delivered,2023-07-20 13:22:00,2023-07-26 13:22:00,2023-07-20 13:22:00
3168,ORD-20230501-03168,2531,50,4,233.57,934.28,website,delivered,2023-05-01 18:21:00,2023-05-07 18:21:00,2023-05-01 18:21:00
3169,ORD-20231013-03169,1167,380,3,118.1,354.3,marketplace,shipped,2023-10-13 12:34:00,2023-10-17 12:34:00,2023-10-13 12:34:00
3170,ORD-20231001-03170,2024,207,1,291.58,291.58,marketplace,delivered,2023-10-01 18:38:00,2023-10-04 18:38:00,2023-10-01 18:38:00
3171,ORD-20231221-03171,1428,328,5,292.51,1462.55,website,delivered,2023-12-21 21:21:00,2023-12-26 21:21:00,2023-12-21 21:21:00
3172,ORD-20230902-03172,3979,131,4,149.85,599.4,website,delivered,2023-09-02 08:24:00,2023-09-09 08:24:00,2023-09-02 08:24:00
3173,ORD-20230306-03173,3727,78,1,146.72,146.72,website,delivered,2023-03-06 13:58:00,2023-03-12 13:58:00,2023-03-06 13:58:00
3174,ORD-20230225-03174,1813,78,4,146.72,586.88,website,delivered,2023-02-25 10:31:00,2023-03-02 10:31:00,2023-02-25 10:31:00
3175,ORD-20230604-03175,627,30,1,361.15,361.15,website,delivered,2023-06-04 19:25:00,2023-06-08 19:25:00,2023-06-04 19:25:00
3176,ORD-20230319-03176,4997,89,5,120.7,603.5,website,delivered,2023-03-19 09:00:00,2023-03-26 09:00:00,2023-03-19 09:00:00
3177,ORD-20230509-03177,4863,332,2,203.36,406.72,mobile_app,delivered,2023-05-09 22:52:00,2023-05-15 22:52:00,2023-05-09 22:52:00
3178,ORD-20230127-03178,2163,439,1,219.8,219.8,marketplace,delivered,2023-01-27 18:39:00,2023-01-29 18:39:00,2023-01-27 18:39:00
3179,ORD-20231104-03179,3408,397,1,54.59,54.59,marketplace,delivered,2023-11-04 09:41:00,2023-11-10 09:41:00,2023-11-04 09:41:00
3180,ORD-20230702-03180,1939,342,5,61.37,306.85,mobile_app,delivered,2023-07-02 10:27:00,2023-07-04 10:27:00,2023-07-02 10:27:00
3181,ORD-20230105-03181,3419,51,2,633.34,1266.68,mobile_app,delivered,2023-01-05 11:13:00,2023-01-07 11:13:00,2023-01-05 11:13:00
3182,ORD-20230720-03182,2018,145,3,15.03,45.09,website,delivered,2023-07-20 21:53:00,2023-07-25 21:53:00,2023-07-20 21:53:00
3183,ORD-20231003-03183,4741,153,3,109.58,328.74,website,shipped,2023-10-03 11:34:00,2023-10-06 11:34:00,2023-10-03 11:34:00
3184,ORD-20230606-03184,3632,128,5,257.19,1285.95,website,delivered,2023-06-06 09:26:00,2023-06-13 09:26:00,2023-06-06 09:26:00
3185,ORD-20231001-03185,4570,261,2,326.55,653.1,mobile_app,delivered,2023-10-01 17:10:00,2023-10-06 17:10:00,2023-10-01 17:10:00
3186,ORD-20230227-03186,4656,270,2,125.41,250.82,website,shipped,2023-02-27 14:37:00,2023-03-05 14:37:00,2023-02-27 14:37:00
3187,ORD-20231028-03187,3063,174,4,387.73,1550.92,marketplace,cancelled,2023-10-28 17:00:00,2023-11-01 17:00:00,2023-10-28 17:00:00
3188,ORD-20231117-03188,2068,171,1,387.77,387.77,mobile_app,delivered,2023-11-17 11:06:00,2023-11-23 11:06:00,2023-11-17 11:06:00
3189,ORD-20231027-03189,3404,407,1,142.63,142.63,marketplace,returned,2023-10-27 22:26:00,2023-10-30 22:26:00,2023-10-27 22:26:00
3190,ORD-20230621-03190,1338,388,1,162.23,162.23,mobile_app,delivered,2023-06-21 16:37:00,2023-06-23 16:37:00,2023-06-21 16:37:00
3191,ORD-20230311-03191,3976,151,2,105.45,210.9,website,returned,2023-03-11 19:29:00,2023-03-16 19:29:00,2023-03-11 19:29:00
3192,ORD-20230504-03192,1379,456,4,737.93,2951.72,mobile_app,delivered,2023-05-04 09:21:00,2023-05-10 09:21:00,2023-05-04 09:21:00
3193,ORD-20231210-03193,2170,475,5,69.62,348.1,website,returned,2023-12-10 20:45:00,2023-12-16 20:45:00,2023-12-10 20:45:00
3194,ORD-20231213-03194,2212,159,5,64.99,324.95,website,delivered,2023-12-13 11:30:00,2023-12-17 11:30:00,2023-12-13 11:30:00
3195,ORD-20230301-03195,2235,172,5,244.21,1221.05,website,delivered,2023-03-01 21:18:00,2023-03-06 21:18:00,2023-03-01 21:18:00
3196,ORD-20231216-03196,2716,256,3,307.92,923.76,mobile_app,delivered,2023-12-16 20:48:00,2023-12-23 20:48:00,2023-12-16 20:48:00
3197,ORD-20230212-03197,1757,472,5,170.27,851.35,website,delivered,2023-02-12 08:31:00,2023-02-16 08:31:00,2023-02-12 08:31:00
3198,ORD-20231117-03198,2159,433,4,320.49,1281.96,mobile_app,shipped,2023-11-17 12:37:00,2023-11-23 12:37:00,2023-11-17 12:37:00
3199,ORD-20230519-03199,2216,47,4,762.21,3048.84,website,delivered,2023-05-19 20:42:00,2023-05-26 20:42:00,2023-05-19 20:42:00
3200,ORD-20230201-03200,2427,193,2,197.99,395.98,website,delivered,2023-02-01 09:39:00,2023-02-07 09:39:00,2023-02-01 09:39:00
3201,ORD-20231004-03201,1927,278,5,140.62,703.1,website,delivered,2023-10-04 15:27:00,2023-10-10 15:27:00,2023-10-04 15:27:00
3202,ORD-20230817-03202,3931,253,1,62.53,62.53,website,delivered,2023-08-17 11:15:00,2023-08-19 11:15:00,2023-08-17 11:15:00
3203,ORD-20231106-03203,4469,93,5,132.59,662.95,website,delivered,2023-11-06 13:18:00,2023-11-10 13:18:00,2023-11-06 13:18:00
3204,ORD-20230109-03204,2105,425,1,148.86,148.86,mobile_app,delivered,2023-01-09 16:13:00,2023-01-14 16:13:00,2023-01-09 16:13:00
3205,ORD-20230619-03205,2031,338,4,38.05,152.2,website,delivered,2023-06-19 20:45:00,2023-06-24 20:45:00,2023-06-19 20:45:00
3206,ORD-20231101-03206,4212,411,5,222.05,1110.25,mobile_app,delivered,2023-11-01 09:25:00,2023-11-05 09:25:00,2023-11-01 09:25:00
3207,ORD-20231205-03207,265,425,3,148.86,446.58,mobile_app,delivered,2023-12-05 13:57:00,2023-12-10 13:57:00,2023-12-05 13:57:00
3208,ORD-20230917-03208,4301,370,4,256.79,1027.16,website,delivered,2023-09-17 22:40:00,2023-09-23 22:40:00,2023-09-17 22:40:00
3209,ORD-20230605-03209,857,224,2,178.62,357.24,marketplace,delivered,2023-06-05 08:39:00,2023-06-12 08:39:00,2023-06-05 08:39:00
3210,ORD-20231127-03210,4094,303,1,286.03,286.03,mobile_app,delivered,2023-11-27 08:12:00,2023-12-02 08:12:00,2023-11-27 08:12:00
3211,ORD-20230523-03211,4269,78,3,146.72,440.16,mobile_app,delivered,2023-05-23 22:39:00,2023-05-26 22:39:00,2023-05-23 22:39:00
3212,ORD-20230118-03212,3108,336,2,553.39,1106.78,website,delivered,2023-01-18 15:25:00,2023-01-24 15:25:00,2023-01-18 15:25:00
3213,ORD-20230207-03213,1356,87,2,166.01,332.02,website,cancelled,2023-02-07 12:13:00,2023-02-09 12:13:00,2023-02-07 12:13:00
3214,ORD-20231225-03214,4756,345,4,235.86,943.44,marketplace,cancelled,2023-12-25 18:24:00,2023-12-30 18:24:00,2023-12-25 18:24:00
3215,ORD-20230114-03215,272,114,4,285.89,1143.56,mobile_app,delivered,2023-01-14 14:21:00,2023-01-18 14:21:00,2023-01-14 14:21:00
3216,ORD-20230722-03216,4143,55,2,257.33,514.66,website,delivered,2023-07-22 20:21:00,2023-07-24 20:21:00,2023-07-22 20:21:00
3217,ORD-20231124-03217,320,80,4,74.41,297.64,mobile_app,delivered,2023-11-24 20:13:00,2023-11-27 20:13:00,2023-11-24 20:13:00
3218,ORD-20230701-03218,438,2,4,85.56,342.24,mobile_app,delivered,2023-07-01 14:27:00,2023-07-05 14:27:00,2023-07-01 14:27:00
3219,ORD-20230703-03219,3172,358,4,199.69,798.76,mobile_app,delivered,2023-07-03 19:00:00,2023-07-06 19:00:00,2023-07-03 19:00:00
3220,ORD-20230604-03220,2822,362,1,281.4,281.4,mobile_app,shipped,2023-06-04 08:30:00,2023-06-09 08:30:00,2023-06-04 08:30:00
3221,ORD-20230428-03221,2097,261,1,326.55,326.55,mobile_app,shipped,2023-04-28 18:44:00,2023-04-30 18:44:00,2023-04-28 18:44:00
3222,ORD-20231116-03222,4396,78,2,146.72,293.44,marketplace,delivered,2023-11-16 14:53:00,2023-11-23 14:53:00,2023-11-16 14:53:00
3223,ORD-20231224-03223,1551,36,4,135.69,542.76,website,delivered,2023-12-24 12:56:00,2023-12-30 12:56:00,2023-12-24 12:56:00
3224,ORD-20230619-03224,4727,9,3,94.93,284.79,marketplace,delivered,2023-06-19 10:56:00,2023-06-25 10:56:00,2023-06-19 10:56:00
3225,ORD-20230527-03225,2614,81,2,27.97,55.94,mobile_app,delivered,2023-05-27 22:53:00,2023-05-29 22:53:00,2023-05-27 22:53:00
3226,ORD-20230528-03226,4129,444,5,21.23,106.15,website,delivered,2023-05-28 20:53:00,2023-05-31 20:53:00,2023-05-28 20:53:00
3227,ORD-20230620-03227,1742,121,1,75.94,75.94,website,delivered,2023-06-20 10:46:00,2023-06-27 10:46:00,2023-06-20 10:46:00
3228,ORD-20231206-03228,4473,171,2,387.77,775.54,website,shipped,2023-12-06 19:23:00,2023-12-11 19:23:00,2023-12-06 19:23:00
3229,ORD-20231207-03229,1265,50,1,233.57,233.57,website,delivered,2023-12-07 20:56:00,2023-12-09 20:56:00,2023-12-07 20:56:00
3230,ORD-20230411-03230,2438,112,5,132.32,661.6,mobile_app,delivered,2023-04-11 11:55:00,2023-04-15 11:55:00,2023-04-11 11:55:00
3231,ORD-20230417-03231,1840,265,5,77.87,389.35,website,delivered,2023-04-17 08:39:00,2023-04-23 08:39:00,2023-04-17 08:39:00
3232,ORD-20231212-03232,2617,302,5,240.54,1202.7,website,shipped,2023-12-12 13:01:00,2023-12-17 13:01:00,2023-12-12 13:01:00
3233,ORD-20230425-03233,848,125,2,133.41,266.82,website,delivered,2023-04-25 11:14:00,2023-04-29 11:14:00,2023-04-25 11:14:00
3234,ORD-20231010-03234,2961,22,5,254.74,1273.7,website,delivered,2023-10-10 08:19:00,2023-10-13 08:19:00,2023-10-10 08:19:00
3235,ORD-20230918-03235,2361,192,3,145.95,437.85,mobile_app,delivered,2023-09-18 09:08:00,2023-09-25 09:08:00,2023-09-18 09:08:00
3236,ORD-20230618-03236,7,115,3,349.34,1048.02,website,delivered,2023-06-18 12:49:00,2023-06-23 12:49:00,2023-06-18 12:49:00
3237,ORD-20230927-03237,2629,111,5,106.5,532.5,website,shipped,2023-09-27 16:50:00,2023-09-29 16:50:00,2023-09-27 16:50:00
3238,ORD-20231104-03238,2987,481,5,155.1,775.5,mobile_app,delivered,2023-11-04 17:50:00,2023-11-06 17:50:00,2023-11-04 17:50:00
3239,ORD-20230717-03239,1491,307,4,74.21,296.84,mobile_app,delivered,2023-07-17 13:48:00,2023-07-23 13:48:00,2023-07-17 13:48:00
3240,ORD-20231210-03240,1221,279,4,23.08,92.32,mobile_app,shipped,2023-12-10 11:27:00,2023-12-13 11:27:00,2023-12-10 11:27:00
3241,ORD-20230126-03241,3377,209,3,123.56,370.68,website,delivered,2023-01-26 12:42:00,2023-02-01 12:42:00,2023-01-26 12:42:00
3242,ORD-20230607-03242,609,215,3,121.68,365.04,mobile_app,delivered,2023-06-07 20:38:00,2023-06-10 20:38:00,2023-06-07 20:38:00
3243,ORD-20231216-03243,1993,271,2,17.33,34.66,website,delivered,2023-12-16 18:09:00,2023-12-21 18:09:00,2023-12-16 18:09:00
3244,ORD-20230416-03244,3146,345,4,235.86,943.44,website,delivered,2023-04-16 22:50:00,2023-04-23 22:50:00,2023-04-16 22:50:00
3245,ORD-20230509-03245,106,350,3,50.65,151.95,website,delivered,2023-05-09 22:46:00,2023-05-15 22:46:00,2023-05-09 22:46:00
3246,ORD-20231106-03246,3495,85,3,67.78,203.34,marketplace,delivered,2023-11-06 12:23:00,2023-11-12 12:23:00,2023-11-06 12:23:00
3247,ORD-20230104-03247,2996,253,5,62.53,312.65,website,delivered,2023-01-04 16:20:00,2023-01-10 16:20:00,2023-01-04 16:20:00
3248,ORD-20231124-03248,717,207,4,291.58,1166.32,website,shipped,2023-11-24 13:19:00,2023-11-26 13:19:00,2023-11-24 13:19:00
3249,ORD-20230608-03249,3889,428,5,204.04,1020.2,website,returned,2023-06-08 08:31:00,2023-06-15 08:31:00,2023-06-08 08:31:00
3250,ORD-20231009-03250,2844,318,2,27.98,55.96,website,delivered,2023-10-09 20:38:00,2023-10-12 20:38:00,2023-10-09 20:38:00
3251,ORD-20230711-03251,1024,269,3,83.18,249.54,mobile_app,delivered,2023-07-11 10:28:00,2023-07-14 10:28:00,2023-07-11 10:28:00
3252,ORD-20230615-03252,577,54,5,106.69,533.45,mobile_app,delivered,2023-06-15 22:02:00,2023-06-19 22:02:00,2023-06-15 22:02:00
3253,ORD-20230413-03253,493,302,2,240.54,481.08,marketplace,delivered,2023-04-13 17:36:00,2023-04-20 17:36:00,2023-04-13 17:36:00
3254,ORD-20231201-03254,1533,55,3,257.33,771.99,website,delivered,2023-12-01 20:43:00,2023-12-07 20:43:00,2023-12-01 20:43:00
3255,ORD-20231218-03255,215,165,4,133.08,532.32,mobile_app,delivered,2023-12-18 10:35:00,2023-12-22 10:35:00,2023-12-18 10:35:00
3256,ORD-20230924-03256,4735,73,1,84.33,84.33,website,delivered,2023-09-24 15:40:00,2023-09-27 15:40:00,2023-09-24 15:40:00
3257,ORD-20230421-03257,3734,345,2,235.86,471.72,mobile_app,delivered,2023-04-21 09:03:00,2023-04-26 09:03:00,2023-04-21 09:03:00
3258,ORD-20231113-03258,2493,100,4,250.59,1002.36,marketplace,delivered,2023-11-13 16:07:00,2023-11-15 16:07:00,2023-11-13 16:07:00
3259,ORD-20230316-03259,1639,192,5,145.95,729.75,website,delivered,2023-03-16 15:31:00,2023-03-23 15:31:00,2023-03-16 15:31:00
3260,ORD-20231205-03260,3530,447,1,31.18,31.18,mobile_app,delivered,2023-12-05 18:19:00,2023-12-09 18:19:00,2023-12-05 18:19:00
3261,ORD-20231205-03261,3477,98,2,102.57,205.14,marketplace,delivered,2023-12-05 08:15:00,2023-12-08 08:15:00,2023-12-05 08:15:00
3262,ORD-20230320-03262,4482,258,2,58.02,116.04,marketplace,delivered,2023-03-20 18:52:00,2023-03-22 18:52:00,2023-03-20 18:52:00
3263,ORD-20231201-03263,4883,210,2,214.58,429.16,marketplace,delivered,2023-12-01 09:26:00,2023-12-08 09:26:00,2023-12-01 09:26:00
3264,ORD-20231022-03264,1329,9,4,94.93,379.72,website,delivered,2023-10-22 11:35:00,2023-10-28 11:35:00,2023-10-22 11:35:00
3265,ORD-20230912-03265,921,389,4,37.25,149.0,mobile_app,delivered,2023-09-12 19:45:00,2023-09-18 19:45:00,2023-09-12 19:45:00
3266,ORD-20231011-03266,2493,29,3,88.95,266.85,marketplace,delivered,2023-10-11 22:32:00,2023-10-16 22:32:00,2023-10-11 22:32:00
3267,ORD-20230812-03267,1944,239,2,74.26,148.52,mobile_app,delivered,2023-08-12 22:54:00,2023-08-15 22:54:00,2023-08-12 22:54:00
3268,ORD-20231115-03268,4001,279,4,23.08,92.32,website,delivered,2023-11-15 10:17:00,2023-11-21 10:17:00,2023-11-15 10:17:00
3269,ORD-20231222-03269,4565,314,3,87.58,262.74,website,delivered,2023-12-22 15:50:00,2023-12-29 15:50:00,2023-12-22 15:50:00
3270,ORD-20231126-03270,3335,342,4,61.37,245.48,marketplace,shipped,2023-11-26 19:46:00,2023-11-30 19:46:00,2023-11-26 19:46:00
3271,ORD-20231203-03271,2153,129,1,281.26,281.26,marketplace,delivered,2023-12-03 13:49:00,2023-12-05 13:49:00,2023-12-03 13:49:00
3272,ORD-20230528-03272,4719,5,3,286.45,859.35,mobile_app,delivered,2023-05-28 11:35:00,2023-05-31 11:35:00,2023-05-28 11:35:00
3273,ORD-20230903-03273,1821,359,5,99.57,497.85,website,delivered,2023-09-03 18:44:00,2023-09-06 18:44:00,2023-09-03 18:44:00
3274,ORD-20231113-03274,242,270,2,125.41,250.82,marketplace,shipped,2023-11-13 09:47:00,2023-11-20 09:47:00,2023-11-13 09:47:00
3275,ORD-20231113-03275,4923,410,2,113.36,226.72,mobile_app,delivered,2023-11-13 12:42:00,2023-11-15 12:42:00,2023-11-13 12:42:00
3276,ORD-20231116-03276,2436,404,1,88.94,88.94,website,delivered,2023-11-16 21:07:00,2023-11-23 21:07:00,2023-11-16 21:07:00
3277,ORD-20230322-03277,3556,417,1,97.02,97.02,website,cancelled,2023-03-22 15:39:00,2023-03-25 15:39:00,2023-03-22 15:39:00
3278,ORD-20230328-03278,3457,246,5,133.57,667.85,website,delivered,2023-03-28 14:18:00,2023-04-01 14:18:00,2023-03-28 14:18:00
3279,ORD-20231028-03279,3067,162,1,732.96,732.96,website,delivered,2023-10-28 11:53:00,2023-11-02 11:53:00,2023-10-28 11:53:00
3280,ORD-20230812-03280,1986,388,4,162.23,648.92,marketplace,returned,2023-08-12 17:06:00,2023-08-19 17:06:00,2023-08-12 17:06:00
3281,ORD-20230214-03281,4879,229,2,121.94,243.88,website,delivered,2023-02-14 15:16:00,2023-02-17 15:16:00,2023-02-14 15:16:00
3282,ORD-20230813-03282,3625,89,5,120.7,603.5,mobile_app,delivered,2023-08-13 20:52:00,2023-08-15 20:52:00,2023-08-13 20:52:00
3283,ORD-20231208-03283,114,422,3,107.46,322.38,mobile_app,delivered,2023-12-08 20:46:00,2023-12-15 20:46:00,2023-12-08 20:46:00
3284,ORD-20230814-03284,3079,439,2,219.8,439.6,mobile_app,delivered,2023-08-14 11:12:00,2023-08-16 11:12:00,2023-08-14 11:12:00
3285,ORD-20230403-03285,4013,237,1,78.13,78.13,marketplace,delivered,2023-04-03 15:10:00,2023-04-07 15:10:00,2023-04-03 15:10:00
3286,ORD-20230111-03286,4423,31,1,48.35,48.35,mobile_app,shipped,2023-01-11 22:03:00,2023-01-17 22:03:00,2023-01-11 22:03:00
3287,ORD-20231126-03287,1508,191,5,59.38,296.9,marketplace,delivered,2023-11-26 11:33:00,2023-11-28 11:33:00,2023-11-26 11:33:00
3288,ORD-20231114-03288,1391,391,2,105.26,210.52,website,delivered,2023-11-14 17:26:00,2023-11-20 17:26:00,2023-11-14 17:26:00
3289,ORD-20230524-03289,3086,450,5,190.17,950.85,website,shipped,2023-05-24 16:27:00,2023-05-27 16:27:00,2023-05-24 16:27:00
3290,ORD-20231111-03290,3025,98,4,102.57,410.28,website,delivered,2023-11-11 11:37:00,2023-11-16 11:37:00,2023-11-11 11:37:00
3291,ORD-20230416-03291,2026,29,4,88.95,355.8,mobile_app,delivered,2023-04-16 17:51:00,2023-04-20 17:51:00,2023-04-16 17:51:00
3292,ORD-20230102-03292,4678,434,1,264.87,264.87,marketplace,delivered,2023-01-02 11:00:00,2023-01-07 11:00:00,2023-01-02 11:00:00
3293,ORD-20230220-03293,2246,191,3,59.38,178.14,mobile_app,returned,2023-02-20 08:46:00,2023-02-23 08:46:00,2023-02-20 08:46:00
3294,ORD-20230808-03294,4857,271,4,17.33,69.32,website,delivered,2023-08-08 22:03:00,2023-08-13 22:03:00,2023-08-08 22:03:00
3295,ORD-20231206-03295,1400,485,5,142.79,713.95,website,delivered,2023-12-06 16:43:00,2023-12-08 16:43:00,2023-12-06 16:43:00
3296,ORD-20231202-03296,1236,29,1,88.95,88.95,website,returned,2023-12-02 12:25:00,2023-12-07 12:25:00,2023-12-02 12:25:00
3297,ORD-20231108-03297,2578,325,4,260.71,1042.84,website,delivered,2023-11-08 22:16:00,2023-11-14 22:16:00,2023-11-08 22:16:00
3298,ORD-20231117-03298,3888,31,4,48.35,193.4,website,delivered,2023-11-17 15:35:00,2023-11-24 15:35:00,2023-11-17 15:35:00
3299,ORD-20230710-03299,2615,189,1,43.32,43.32,website,delivered,2023-07-10 10:54:00,2023-07-15 10:54:00,2023-07-10 10:54:00
3300,ORD-20230416-03300,3734,391,1,105.26,105.26,marketplace,returned,2023-04-16 09:38:00,2023-04-21 09:38:00,2023-04-16 09:38:00
3301,ORD-20230613-03301,900,218,3,120.15,360.45,website,shipped,2023-06-13 10:22:00,2023-06-16 10:22:00,2023-06-13 10:22:00
3302,ORD-20231111-03302,1778,499,4,101.41,405.64,website,delivered,2023-11-11 15:16:00,2023-11-15 15:16:00,2023-11-11 15:16:00
3303,ORD-20231202-03303,843,279,2,23.08,46.16,website,delivered,2023-12-02 11:48:00,2023-12-06 11:48:00,2023-12-02 11:48:00
3304,ORD-20230609-03304,4456,158,3,145.2,435.6,website,delivered,2023-06-09 10:09:00,2023-06-13 10:09:00,2023-06-09 10:09:00
3305,ORD-20230108-03305,3805,111,3,106.5,319.5,website,delivered,2023-01-08 17:17:00,2023-01-12 17:17:00,2023-01-08 17:17:00
3306,ORD-20230620-03306,1662,169,4,132.7,530.8,mobile_app,delivered,2023-06-20 16:42:00,2023-06-27 16:42:00,2023-06-20 16:42:00
3307,ORD-20231107-03307,4773,187,5,377.14,1885.7,mobile_app,delivered,2023-11-07 21:06:00,2023-11-10 21:06:00,2023-11-07 21:06:00
3308,ORD-20230821-03308,4244,29,1,88.95,88.95,website,shipped,2023-08-21 20:42:00,2023-08-27 20:42:00,2023-08-21 20:42:00
3309,ORD-20231205-03309,3959,184,2,206.09,412.18,mobile_app,delivered,2023-12-05 15:35:00,2023-12-08 15:35:00,2023-12-05 15:35:00
3310,ORD-20230611-03310,4920,236,3,25.93,77.79,website,delivered,2023-06-11 19:49:00,2023-06-16 19:49:00,2023-06-11 19:49:00
3311,ORD-20230602-03311,3420,359,3,99.57,298.71,website,shipped,2023-06-02 13:42:00,2023-06-04 13:42:00,2023-06-02 13:42:00
3312,ORD-20230910-03312,4310,329,4,278.43,1113.72,marketplace,delivered,2023-09-10 15:23:00,2023-09-15 15:23:00,2023-09-10 15:23:00
3313,ORD-20230224-03313,2837,354,3,28.17,84.51,marketplace,shipped,2023-02-24 19:25:00,2023-02-26 19:25:00,2023-02-24 19:25:00
3314,ORD-20230715-03314,3031,3,2,192.6,385.2,mobile_app,delivered,2023-07-15 19:55:00,2023-07-21 19:55:00,2023-07-15 19:55:00
3315,ORD-20230517-03315,420,109,1,199.45,199.45,website,delivered,2023-05-17 14:27:00,2023-05-24 14:27:00,2023-05-17 14:27:00
3316,ORD-20231204-03316,3962,330,1,595.31,595.31,website,delivered,2023-12-04 17:39:00,2023-12-07 17:39:00,2023-12-04 17:39:00
3317,ORD-20230224-03317,3575,246,1,133.57,133.57,website,delivered,2023-02-24 21:28:00,2023-03-02 21:28:00,2023-02-24 21:28:00
3318,ORD-20230628-03318,1752,2,3,85.56,256.68,mobile_app,delivered,2023-06-28 09:50:00,2023-06-30 09:50:00,2023-06-28 09:50:00
3319,ORD-20230814-03319,4989,392,4,164.95,659.8,mobile_app,returned,2023-08-14 16:42:00,2023-08-17 16:42:00,2023-08-14 16:42:00
3320,ORD-20230509-03320,1998,383,4,156.75,627.0,website,delivered,2023-05-09 14:43:00,2023-05-16 14:43:00,2023-05-09 14:43:00
