sku_id,sku_code,product_name,category,unit_cost,unit_price,weight_kg,abc_class,supplier_id,created_at
294,SKU-0294,Electronics Product 0294,Electronics,291.98,530.88,2.198,A,9,2023-01-01
295,SKU-0295,Electronics Product 0295,Electronics,320.95,583.55,1.338,C,2,2023-01-01
296,SKU-0296,Home & Garden Product 0296,Home & Garden,17.5,38.9,0.969,A,8,2023-01-01
297,SKU-0297,Beauty Product 0297,Beauty,10.72,30.63,0.247,C,15,2023-01-01
298,SKU-0298,Clothing Product 0298,Clothing,66.8,167.01,0.719,A,15,2023-01-01
299,SKU-0299,Electronics Product 0299,Electronics,198.64,361.17,1.051,C,6,2023-01-01
300,SKU-0300,Clothing Product 0300,Clothing,35.8,89.51,0.157,C,4,2023-01-01
301,SKU-0301,Electronics Product 0301,Electronics,158.96,289.01,0.338,C,12,2023-01-01
302,SKU-0302,Home & Garden Product 0302,Home & Garden,108.24,240.54,0.86,A,5,2023-01-01
303,SKU-0303,Sports Product 0303,Sports,143.01,286.03,0.589,B,12,2023-01-01
304,SKU-0304,Sports Product 0304,Sports,96.61,193.23,0.215,C,2,2023-01-01
305,SKU-0305,Electronics Product 0305,Electronics,133.07,241.94,2.104,B,9,2023-01-01
306,SKU-0306,Beauty Product 0306,Beauty,29.36,83.89,0.1,C,5,2023-01-01
307,SKU-0307,Clothing Product 0307,Clothing,29.68,74.21,0.133,A,7,2023-01-01
308,SKU-0308,Beauty Product 0308,Beauty,25.9,74.0,0.1,B,15,2023-01-01
309,SKU-0309,Sports Product 0309,Sports,124.39,248.78,0.246,C,9,2023-01-01
310,SKU-0310,Beauty Product 0310,Beauty,15.35,43.87,0.115,B,7,2023-01-01
311,SKU-0311,Electronics Product 0311,Electronics,281.11,511.11,0.677,C,7,2023-01-01
312,SKU-0312,Clothing Product 0312,Clothing,55.84,139.59,0.16,C,6,2023-01-01
313,SKU-0313,Electronics Product 0313,Electronics,420.78,765.05,1.406,B,13,2023-01-01
314,SKU-0314,Beauty Product 0314,Beauty,30.65,87.58,0.226,B,8,2023-01-01
315,SKU-0315,Electronics Product 0315,Electronics,289.71,526.75,2.454,C,5,2023-01-01
316,SKU-0316,Electronics Product 0316,Electronics,174.8,317.82,0.262,C,4,2023-01-01
317,SKU-0317,Electronics Product 0317,Electronics,345.75,628.63,1.864,C,6,2023-01-01
318,SKU-0318,Clothing Product 0318,Clothing,11.19,27.98,0.482,C,14,2023-01-01
319,SKU-0319,Clothing Product 0319,Clothing,67.79,169.47,0.579,C,12,2023-01-01
320,SKU-0320,Sports Product 0320,Sports,130.95,261.9,2.472,C,2,2023-01-01
321,SKU-0321,Sports Product 0321,Sports,19.43,38.87,0.764,A,13,2023-01-01
322,SKU-0322,Clothing Product 0322,Clothing,71.78,179.44,0.321,C,5,2023-01-01
323,SKU-0323,Beauty Product 0323,Beauty,23.01,65.75,0.417,B,8,2023-01-01
324,SKU-0324,Home & Garden Product 0324,Home & Garden,11.45,25.44,3.305,A,5,2023-01-01
325,SKU-0325,Home & Garden Product 0325,Home & Garden,117.32,260.71,0.429,A,11,2023-01-01
326,SKU-0326,Home & Garden Product 0326,Home & Garden,41.79,92.87,4.037,C,7,2023-01-01
327,SKU-0327,Sports Product 0327,Sports,151.87,303.74,2.705,C,7,2023-01-01
328,SKU-0328,Home & Garden Product 0328,Home & Garden,131.63,292.51,2.582,B,8,2023-01-01
329,SKU-0329,Home & Garden Product 0329,Home & Garden,125.29,278.43,2.693,A,13,2023-01-01
330,SKU-0330,Electronics Product 0330,Electronics,327.42,595.31,0.289,C,10,2023-01-01
331,SKU-0331,Clothing Product 0331,Clothing,47.28,118.19,0.325,C,2,2023-01-01
332,SKU-0332,Home & Garden Product 0332,Home & Garden,91.51,203.36,1.671,B,10,2023-01-01
333,SKU-0333,Sports Product 0333,Sports,43.74,87.49,1.443,A,8,2023-01-01
334,SKU-0334,Electronics Product 0334,Electronics,327.31,595.11,2.288,B,10,2023-01-01
335,SKU-0335,Sports Product 0335,Sports,63.98,127.96,2.944,B,1,2023-01-01
336,SKU-0336,Electronics Product 0336,Electronics,304.36,553.39,1.075,C,9,2023-01-01
337,SKU-0337,Clothing Product 0337,Clothing,76.6,191.5,0.2,C,10,2023-01-01
338,SKU-0338,Sports Product 0338,Sports,19.02,38.05,0.388,A,13,2023-01-01
339,SKU-0339,Home & Garden Product 0339,Home & Garden,53.19,118.21,4.757,C,1,2023-01-01
340,SKU-0340,Beauty Product 0340,Beauty,11.02,31.48,0.252,B,6,2023-01-01
341,SKU-0341,Home & Garden Product 0341,Home & Garden,63.68,141.52,0.569,C,3,2023-01-01
342,SKU-0342,Beauty Product 0342,Beauty,21.48,61.37,0.191,A,5,2023-01-01
343,SKU-0343,Clothing Product 0343,Clothing,77.16,192.89,0.118,C,3,2023-01-01
344,SKU-0344,Sports Product 0344,Sports,109.58,219.15,2.758,C,2,2023-01-01
345,SKU-0345,Home & Garden Product 0345,Home & Garden,106.14,235.86,3.579,A,4,2023-01-01
346,SKU-0346,Beauty Product 0346,Beauty,17.49,49.98,0.462,B,8,2023-01-01
347,SKU-0347,Clothing Product 0347,Clothing,16.83,42.07,0.697,C,8,2023-01-01
348,SKU-0348,Clothing Product 0348,Clothing,72.7,181.76,0.412,B,2,2023-01-01
349,SKU-0349,Home & Garden Product 0349,Home & Garden,92.4,205.33,3.606,C,9,2023-01-01
350,SKU-0350,Beauty Product 0350,Beauty,17.73,50.65,0.185,C,3,2023-01-01
351,SKU-0351,Clothing Product 0351,Clothing,65.15,162.87,0.456,C,2,2023-01-01
352,SKU-0352,Clothing Product 0352,Clothing,65.03,162.57,0.266,B,8,2023-01-01
353,SKU-0353,Electronics Product 0353,Electronics,176.37,320.67,1.473,C,8,2023-01-01
354,SKU-0354,Beauty Product 0354,Beauty,9.86,28.17,0.448,A,2,2023-01-01
355,SKU-0355,Home & Garden Product 0355,Home & Garden,57.82,128.48,3.641,C,8,2023-01-01
356,SKU-0356,Beauty Product 0356,Beauty,23.63,67.51,0.234,A,10,2023-01-01
357,SKU-0357,Electronics Product 0357,Electronics,79.2,144.0,0.861,C,2,2023-01-01
358,SKU-0358,Sports Product 0358,Sports,99.84,199.69,1.649,C,3,2023-01-01
359,SKU-0359,Beauty Product 0359,Beauty,34.85,99.57,0.132,A,3,2023-01-01
360,SKU-0360,Sports Product 0360,Sports,106.78,213.57,2.631,C,14,2023-01-01
361,SKU-0361,Electronics Product 0361,Electronics,241.22,438.58,0.83,A,3,2023-01-01
362,SKU-0362,Home & Garden Product 0362,Home & Garden,126.63,281.4,1.282,B,9,2023-01-01
363,SKU-0363,Home & Garden Product 0363,Home & Garden,115.24,256.09,1.403,C,11,2023-01-01
364,SKU-0364,Beauty Product 0364,Beauty,16.95,48.42,0.331,A,10,2023-01-01
365,SKU-0365,Beauty Product 0365,Beauty,8.08,23.08,0.338,B,10,2023-01-01
366,SKU-0366,Beauty Product 0366,Beauty,11.06,31.59,0.346,C,12,2023-01-01
367,SKU-0367,Beauty Product 0367,Beauty,20.04,57.27,0.466,C,1,2023-01-01
368,SKU-0368,Electronics Product 0368,Electronics,61.01,110.92,2.377,C,13,2023-01-01
369,SKU-0369,Beauty Product 0369,Beauty,16.47,47.05,0.145,C,10,2023-01-01
370,SKU-0370,Sports Product 0370,Sports,128.4,256.79,0.285,A,15,2023-01-01
371,SKU-0371,Beauty Product 0371,Beauty,17.69,50.55,0.48,C,8,2023-01-01
372,SKU-0372,Clothing Product 0372,Clothing,65.94,164.84,0.579,C,5,2023-01-01
373,SKU-0373,Sports Product 0373,Sports,26.18,52.36,0.368,A,8,2023-01-01
374,SKU-0374,Sports Product 0374,Sports,103.3,206.59,0.771,C,10,2023-01-01
375,SKU-0375,Clothing Product 0375,Clothing,30.5,76.26,0.603,B,12,2023-01-01
376,SKU-0376,Home & Garden Product 0376,Home & Garden,131.84,292.98,0.828,C,6,2023-01-01
377,SKU-0377,Beauty Product 0377,Beauty,31.02,88.63,0.194,B,8,2023-01-01
378,SKU-0378,Electronics Product 0378,Electronics,137.83,250.6,0.695,C,2,2023-01-01
379,SKU-0379,Electronics Product 0379,Electronics,147.21,267.66,1.022,B,10,2023-01-01
380,SKU-0380,Sports Product 0380,Sports,59.05,118.1,2.623,B,3,2023-01-01
381,SKU-0381,Home & Garden Product 0381,Home & Garden,126.5,281.12,3.661,A,4,2023-01-01
382,SKU-0382,Clothing Product 0382,Clothing,43.88,109.69,0.46,C,8,2023-01-01
383,SKU-0383,Home & Garden Product 0383,Home & Garden,70.54,156.75,0.632,B,7,2023-01-01
384,SKU-0384,Beauty Product 0384,Beauty,25.9,74.01,0.158,C,10,2023-01-01
385,SKU-0385,Home & Garden Product 0385,Home & Garden,12.99,28.87,1.551,A,10,2023-01-01
386,SKU-0386,Sports Product 0386,Sports,66.08,132.16,0.223,C,2,2023-01-01
387,SKU-0387,Sports Product 0387,Sports,37.62,75.23,0.941,A,6,2023-01-01
388,SKU-0388,Sports Product 0388,Sports,81.11,162.23,1.322,A,10,2023-01-01
389,SKU-0389,Beauty Product 0389,Beauty,13.04,37.25,0.299,A,2,2023-01-01
390,SKU-0390,Sports Product 0390,Sports,107.05,214.1,2.34,C,5,2023-01-01
391,SKU-0391,Beauty Product 0391,Beauty,36.84,105.26,0.103,A,2,2023-01-01
392,SKU-0392,Sports Product 0392,Sports,82.47,164.95,2.963,C,9,2023-01-01
393,SKU-0393,Home & Garden Product 0393,Home & Garden,103.58,230.17,1.155,C,9,2023-01-01
394,SKU-0394,Sports Product 0394,Sports,106.27,212.53,0.327,A,3,2023-01-01
395,SKU-0395,Home & Garden Product 0395,Home & Garden,109.86,244.13,2.693,C,3,2023-01-01
396,SKU-0396,Beauty Product 0396,Beauty,47.26,135.04,0.113,C,15,2023-01-01
397,SKU-0397,Beauty Product 0397,Beauty,19.11,54.59,0.227,B,10,2023-01-01
398,SKU-0398,Home & Garden Product 0398,Home & Garden,82.89,184.21,2.635,C,9,2023-01-01
399,SKU-0399,Beauty Product 0399,Beauty,27.5,78.58,0.303,B,8,2023-01-01
400,SKU-0400,Electronics Product 0400,Electronics,179.45,326.27,1.717,C,7,2023-01-01
401,SKU-0401,Beauty Product 0401,Beauty,18.57,53.07,0.454,C,14,2023-01-01
402,SKU-0402,Electronics Product 0402,Electronics,273.72,497.68,0.737,B,11,2023-01-01
403,SKU-0403,Beauty Product 0403,Beauty,31.8,90.87,0.375,C,10,2023-01-01
404,SKU-0404,Sports Product 0404,Sports,44.47,88.94,1.961,C,10,2023-01-01
405,SKU-0405,Sports Product 0405,Sports,40.21,80.42,2.106,C,1,2023-01-01
406,SKU-0406,Beauty Product 0406,Beauty,49.96,142.75,0.099,B,1,2023-01-01
407,SKU-0407,Sports Product 0407,Sports,71.31,142.63,0.624,A,12,2023-01-01
408,SKU-0408,Clothing Product 0408,Clothing,37.55,93.87,0.642,C,15,2023-01-01
409,SKU-0409,Sports Product 0409,Sports,176.16,352.31,2.26,A,1,2023-01-01
410,SKU-0410,Clothing Product 0410,Clothing,45.34,113.36,0.493,B,11,2023-01-01
411,SKU-0411,Sports Product 0411,Sports,111.03,222.05,1.079,C,3,2023-01-01
412,SKU-0412,Sports Product 0412,Sports,183.53,367.05,1.159,B,6,2023-01-01
413,SKU-0413,Home & Garden Product 0413,Home & Garden,84.99,188.87,1.123,C,4,2023-01-01
414,SKU-0414,Home & Garden Product 0414,Home & Garden,78.32,174.05,1.279,C,5,2023-01-01
415,SKU-0415,Home & Garden Product 0415,Home & Garden,97.16,215.9,3.513,C,8,2023-01-01
416,SKU-0416,Home & Garden Product 0416,Home & Garden,68.28,151.74,2.89,C,15,2023-01-01
417,SKU-0417,Home & Garden Product 0417,Home & Garden,43.66,97.02,2.953,C,9,2023-01-01
418,SKU-0418,Sports Product 0418,Sports,180.46,360.91,1.305,C,6,2023-01-01
419,SKU-0419,Clothing Product 0419,Clothing,28.91,72.28,0.301,B,12,2023-01-01
420,SKU-0420,Electronics Product 0420,Electronics,170.37,309.77,1.162,A,5,2023-01-01
421,SKU-0421,Sports Product 0421,Sports,52.62,105.25,2.518,B,5,2023-01-01
422,SKU-0422,Beauty Product 0422,Beauty,37.61,107.46,0.112,B,10,2023-01-01
423,SKU-0423,Beauty Product 0423,Beauty,15.22,43.5,0.073,B,15,2023-01-01
424,SKU-0424,Beauty Product 0424,Beauty,14.56,41.59,0.155,C,2,2023-01-01
425,SKU-0425,Sports Product 0425,Sports,74.43,148.86,1.523,A,11,2023-01-01
426,SKU-0426,Clothing Product 0426,Clothing,8.37,20.93,0.485,C,15,2023-01-01
427,SKU-0427,Clothing Product 0427,Clothing,37.3,93.24,0.755,B,15,2023-01-01
428,SKU-0428,Sports Product 0428,Sports,102.02,204.04,0.758,A,5,2023-01-01
429,SKU-0429,Home & Garden Product 0429,Home & Garden,43.35,96.34,0.484,C,13,2023-01-01
430,SKU-0430,Electronics Product 0430,Electronics,296.57,539.22,0.657,C,12,2023-01-01
431,SKU-0431,Electronics Product 0431,Electronics,404.21,734.92,0.52,B,15,2023-01-01
432,SKU-0432,Clothing Product 0432,Clothing,75.24,188.11,0.125,C,14,2023-01-01
433,SKU-0433,Sports Product 0433,Sports,160.25,320.49,0.722,B,12,2023-01-01
434,SKU-0434,Home & Garden Product 0434,Home & Garden,119.19,264.87,0.244,C,10,2023-01-01
435,SKU-0435,Beauty Product 0435,Beauty,8.76,25.02,0.492,C,5,2023-01-01
436,SKU-0436,Sports Product 0436,Sports,197.96,395.91,1.721,C,8,2023-01-01
437,SKU-0437,Clothing Product 0437,Clothing,69.28,173.19,0.428,B,4,2023-01-01
438,SKU-0438,Electronics Product 0438,Electronics,163.91,298.01,1.855,C,11,2023-01-01
439,SKU-0439,Home & Garden Product 0439,Home & Garden,98.91,219.8,0.268,B,6,2023-01-01
440,SKU-0440,Home & Garden Product 0440,Home & Garden,79.57,176.82,3.835,C,3,2023-01-01
441,SKU-0441,Beauty Product 0441,Beauty,45.45,129.86,0.454,B,14,2023-01-01
442,SKU-0442,Sports Product 0442,Sports,109.11,218.23,0.443,C,11,2023-01-01
443,SKU-0443,Electronics Product 0443,Electronics,103.72,188.59,0.437,C,6,2023-01-01
444,SKU-0444,Clothing Product 0444,Clothing,8.49,21.23,0.369,A,8,2023-01-01
445,SKU-0445,Home & Garden Product 0445,Home & Garden,129.1,286.9,1.649,C,12,2023-01-01
446,SKU-0446,Beauty Product 0446,Beauty,4.06,11.6,0.344,C,12,2023-01-01
447,SKU-0447,Clothing Product 0447,Clothing,12.47,31.18,0.183,A,5,2023-01-01
448,SKU-0448,Clothing Product 0448,Clothing,37.19,92.97,0.452,C,15,2023-01-01
449,SKU-0449,Home & Garden Product 0449,Home & Garden,95.28,211.73,3.266,C,5,2023-01-01
450,SKU-0450,Home & Garden Product 0450,Home & Garden,85.58,190.17,1.252,C,3,2023-01-01
451,SKU-0451,Sports Product 0451,Sports,41.22,82.44,2.294,B,10,2023-01-01
452,SKU-0452,Home & Garden Product 0452,Home & Garden,60.08,133.52,2.836,C,8,2023-01-01
453,SKU-0453,Beauty Product 0453,Beauty,42.8,122.28,0.422,B,13,2023-01-01
454,SKU-0454,Clothing Product 0454,Clothing,56.98,142.46,0.517,B,13,2023-01-01
455,SKU-0455,Electronics Product 0455,Electronics,244.27,444.13,1.368,B,6,2023-01-01
456,SKU-0456,Electronics Product 0456,Electronics,405.86,737.93,0.369,A,14,2023-01-01
457,SKU-0457,Beauty Product 0457,Beauty,47.74,136.4,0.141,B,9,2023-01-01
458,SKU-0458,Clothing Product 0458,Clothing,19.85,49.62,0.698,C,8,2023-01-01
459,SKU-0459,Electronics Product 0459,Electronics,308.12,560.22,1.821,C,8,2023-01-01
460,SKU-0460,Electronics Product 0460,Electronics,398.29,724.17,1.169,B,1,2023-01-01
461,SKU-0461,Sports Product 0461,Sports,37.24,74.48,1.363,B,10,2023-01-01
462,SKU-0462,Electronics Product 0462,Electronics,258.01,469.1,1.715,C,5,2023-01-01
463,SKU-0463,Electronics Product 0463,Electronics,190.83,346.96,2.059,A,12,2023-01-01
464,SKU-0464,Clothing Product 0464,Clothing,49.64,124.1,0.132,C,6,2023-01-01
465,SKU-0465,Electronics Product 0465,Electronics,250.73,455.87,0.245,B,15,2023-01-01
466,SKU-0466,Electronics Product 0466,Electronics,434.28,789.6,1.233,C,5,2023-01-01
467,SKU-0467,Sports Product 0467,Sports,46.24,92.49,0.579,C,11,2023-01-01
468,SKU-0468,Sports Product 0468,Sports,82.71,165.42,2.696,B,8,2023-01-01
469,SKU-0469,Sports Product 0469,Sports,82.94,165.87,2.112,C,11,2023-01-01
470,SKU-0470,Beauty Product 0470,Beauty,10.02,28.62,0.437,B,2,2023-01-01
471,SKU-0471,Clothing Product 0471,Clothing,79.48,198.71,0.375,C,3,2023-01-01
472,SKU-0472,Clothing Product 0472,Clothing,68.11,170.27,0.629,A,5,2023-01-01
473,SKU-0473,Sports Product 0473,Sports,138.78,277.56,1.724,A,9,2023-01-01
474,SKU-0474,Sports Product 0474,Sports,166.88,333.76,0.893,C,6,2023-01-01
475,SKU-0475,Clothing Product 0475,Clothing,27.85,69.62,0.756,A,12,2023-01-01
476,SKU-0476,Electronics Product 0476,Electronics,40.79,74.16,1.684,C,10,2023-01-01
477,SKU-0477,Electronics Product 0477,Electronics,126.78,230.5,0.261,B,10,2023-01-01
478,SKU-0478,Electronics Product 0478,Electronics,211.66,384.83,1.713,C,14,2023-01-01
479,SKU-0479,Electronics Product 0479,Electronics,128.45,233.55,0.206,C,8,2023-01-01
480,SKU-0480,Clothing Product 0480,Clothing,46.86,117.16,0.628,C,13,2023-01-01
481,SKU-0481,Electronics Product 0481,Electronics,85.31,155.1,2.484,C,4,2023-01-01
482,SKU-0482,Beauty Product 0482,Beauty,19.13,54.65,0.319,C,11,2023-01-01
483,SKU-0483,Home & Garden Product 0483,Home & Garden,37.13,82.52,4.406,B,11,2023-01-01
484,SKU-0484,Beauty Product 0484,Beauty,14.33,40.95,0.185,C,1,2023-01-01
485,SKU-0485,Beauty Product 0485,Beauty,49.98,142.79,0.446,A,15,2023-01-01
486,SKU-0486,Clothing Product 0486,Clothing,53.07,132.68,0.399,B,8,2023-01-01
487,SKU-0487,Electronics Product 0487,Electronics,428.57,779.22,2.36,C,11,2023-01-01
488,SKU-0488,Sports Product 0488,Sports,159.84,319.68,1.092,A,7,2023-01-01
489,SKU-0489,Sports Product 0489,Sports,40.48,80.96,1.254,C,13,2023-01-01
490,SKU-0490,Beauty Product 0490,Beauty,26.7,76.29,0.432,B,5,2023-01-01
491,SKU-0491,Clothing Product 0491,Clothing,66.02,165.04,0.74,C,9,2023-01-01
492,SKU-0492,Sports Product 0492,Sports,193.96,387.92,1.76,A,3,2023-01-01
493,SKU-0493,Sports Product 0493,Sports,58.03,116.07,0.769,C,11,2023-01-01
494,SKU-0494,Electronics Product 0494,Electronics,407.92,741.67,2.133,B,2,2023-01-01
495,SKU-0495,Beauty Product 0495,Beauty,39.0,111.44,0.136,C,5,2023-01-01
496,SKU-0496,Sports Product 0496,Sports,138.81,277.63,1.888,B,14,2023-01-01
497,SKU-0497,Electronics Product 0497,Electronics,105.12,191.12,1.928,C,12,2023-01-01
498,SKU-0498,Beauty Product 0498,Beauty,14.13,40.38,0.144,B,15,2023-01-01
499,SKU-0499,Home & Garden Product 0499,Home & Garden,45.63,101.41,4.563,A,4,2023-01-01
500,SKU-0500,Clothing Product 0500,Clothing,77.27,193.17,0.182,B,13,2023-01-01
