po_id,supplier_id,sku_id,ordered_qty,unit_cost,status,order_date,expected_date,actual_date,created_at
332,3,71,481,65.88,received,2023-07-31,2023-08-24,2023-08-24,2023-07-31
333,12,281,152,128.29,received,2023-06-10,2023-06-14,2023-06-13,2023-06-10
334,4,320,413,130.95,received,2023-05-29,2023-06-06,2023-06-05,2023-05-29
335,11,500,413,77.27,received,2023-04-02,2023-04-04,2023-04-04,2023-04-02
336,2,390,395,107.05,received,2023-06-30,2023-07-05,2023-07-06,2023-06-30
337,12,458,463,19.85,received,2023-10-01,2023-10-05,2023-10-06,2023-10-01
338,1,268,77,10.82,received,2023-02-24,2023-02-26,2023-02-25,2023-02-24
339,11,29,196,35.58,received,2023-04-13,2023-04-15,2023-04-14,2023-04-13
340,11,129,154,126.57,received,2023-03-16,2023-03-18,2023-03-18,2023-03-16
341,13,278,102,56.25,received,2023-01-17,2023-02-16,2023-02-17,2023-01-17
342,10,445,430,129.1,received,2023-12-12,2023-12-21,2023-12-20,2023-12-12
343,11,288,404,77.81,received,2023-07-19,2023-07-21,2023-07-21,2023-07-19
344,11,25,332,68.47,received,2023-07-15,2023-07-17,2023-07-17,2023-07-15
345,1,7,474,52.32,received,2023-05-09,2023-05-11,2023-05-12,2023-05-09
346,4,467,436,46.24,received,2023-11-21,2023-11-29,2023-11-29,2023-11-21
347,10,280,200,9.09,received,2023-11-05,2023-11-14,2023-11-13,2023-11-05
348,8,91,426,52.01,received,2023-12-16,2024-01-11,2024-01-10,2023-12-16
349,9,62,334,16.65,received,2023-07-13,2023-07-26,2023-07-26,2023-07-13
350,5,67,52,37.86,received,2023-03-24,2023-03-29,2023-03-29,2023-03-24
351,6,239,128,29.7,received,2023-12-30,2024-01-02,2024-01-06,2023-12-30
352,15,166,301,154.94,received,2023-11-02,2023-11-09,2023-11-09,2023-11-02
353,13,294,319,291.98,received,2023-10-09,2023-11-08,2023-11-08,2023-10-09
354,4,490,262,26.7,received,2023-04-05,2023-04-13,2023-04-12,2023-04-05
355,9,275,159,74.0,received,2023-07-26,2023-08-08,2023-08-07,2023-07-26
356,11,170,435,113.26,received,2023-06-19,2023-06-21,2023-06-20,2023-06-19
357,10,272,108,163.5,received,2023-09-01,2023-09-10,2023-09-13,2023-09-01
358,11,178,70,305.87,received,2023-08-17,2023-08-19,2023-08-18,2023-08-17
359,11,454,247,56.98,received,2023-06-14,2023-06-16,2023-06-14,2023-06-14
360,5,277,313,78.43,received,2023-05-25,2023-05-30,2023-05-30,2023-05-25
361,13,261,383,179.6,received,2023-08-17,2023-09-16,2023-09-16,2023-08-17
362,4,165,135,53.23,received,2023-09-21,2023-09-29,2023-09-27,2023-09-21
363,13,276,157,36.68,received,2023-10-01,2023-10-31,2023-10-29,2023-10-01
364,11,323,477,23.01,received,2023-04-20,2023-04-22,2023-04-23,2023-04-20
365,2,106,381,32.27,received,2023-10-03,2023-10-08,2023-10-09,2023-10-03
366,14,482,62,19.13,received,2023-02-06,2023-02-16,2023-02-15,2023-02-06
367,8,368,77,61.01,received,2023-06-19,2023-07-15,2023-07-13,2023-06-19
368,3,407,182,71.31,received,2023-05-09,2023-06-02,2023-06-01,2023-05-09
369,7,199,211,175.27,received,2023-08-19,2023-08-26,2023-08-27,2023-08-19
370,1,200,378,8.78,received,2023-12-11,2023-12-13,2023-12-11,2023-12-11
371,12,317,408,345.75,received,2023-02-02,2023-02-06,2023-02-04,2023-02-02
372,14,38,198,148.28,received,2023-07-03,2023-07-13,2023-07-19,2023-07-03
373,13,352,441,65.03,received,2023-06-04,2023-07-04,2023-07-04,2023-06-04
374,15,225,292,51.25,received,2023-07-15,2023-07-22,2023-07-20,2023-07-15
375,3,274,457,46.29,received,2023-04-23,2023-05-17,2023-05-18,2023-04-23
376,13,435,202,8.76,received,2023-10-07,2023-11-06,2023-11-05,2023-10-07
377,11,455,333,244.27,received,2023-11-28,2023-11-30,2023-11-28,2023-11-28
378,14,285,343,9.92,received,2023-03-14,2023-03-24,2023-03-22,2023-03-14
379,10,202,206,158.38,received,2023-10-03,2023-10-12,2023-10-10,2023-10-03
380,4,384,132,25.9,received,2023-06-26,2023-07-04,2023-07-03,2023-06-26
381,3,114,108,157.24,received,2023-11-12,2023-12-06,2023-12-05,2023-11-12
382,3,344,286,109.58,received,2023-10-18,2023-11-11,2023-12-01,2023-10-18
383,11,282,178,19.16,received,2023-02-07,2023-02-09,2023-02-07,2023-02-07
384,2,102,232,63.07,received,2023-10-25,2023-10-30,2023-10-30,2023-10-25
385,3,344,367,109.58,received,2023-12-02,2023-12-26,2023-12-26,2023-12-02
386,2,461,218,37.24,received,2023-04-10,2023-04-15,2023-04-16,2023-04-10
387,10,338,339,19.02,received,2023-06-06,2023-06-15,2023-06-14,2023-06-06
388,10,187,52,188.57,received,2023-06-11,2023-06-20,2023-06-28,2023-06-11
389,6,127,191,28.4,received,2023-04-24,2023-04-27,2023-04-28,2023-04-24
390,14,185,499,122.62,received,2023-03-10,2023-03-20,2023-03-20,2023-03-10
391,8,237,299,27.35,received,2023-08-17,2023-09-12,2023-09-12,2023-08-17
392,9,56,480,41.85,received,2023-03-31,2023-04-13,2023-04-11,2023-03-31
393,5,440,184,79.57,received,2023-03-13,2023-03-18,2023-03-27,2023-03-13
394,12,454,59,56.98,received,2023-11-17,2023-11-21,2023-11-19,2023-11-17
395,14,260,443,7.14,received,2023-11-20,2023-11-30,2023-12-01,2023-11-20
396,10,109,384,79.78,received,2023-01-19,2023-01-28,2023-01-29,2023-01-19
397,13,77,118,21.79,received,2023-07-07,2023-08-06,2023-08-06,2023-07-07
398,8,257,307,35.01,received,2023-09-19,2023-10-15,2023-10-15,2023-09-19
399,1,340,437,11.02,received,2023-05-03,2023-05-05,2023-05-04,2023-05-03
400,9,72,426,30.05,received,2023-08-17,2023-08-30,2023-08-29,2023-08-17
401,12,248,168,18.05,received,2023-07-03,2023-07-07,2023-07-08,2023-07-03
402,2,136,315,144.73,received,2023-07-09,2023-07-14,2023-07-13,2023-07-09
403,15,406,73,49.96,received,2023-07-04,2023-07-11,2023-07-12,2023-07-04
404,1,333,477,43.74,received,2023-06-15,2023-06-17,2023-06-17,2023-06-15
405,12,135,242,69.63,received,2023-10-24,2023-10-28,2023-10-27,2023-10-24
406,11,194,314,369.8,received,2023-07-07,2023-07-09,2023-07-07,2023-07-07
407,5,193,468,79.2,received,2023-04-25,2023-04-30,2023-04-30,2023-04-25
408,14,177,306,81.72,received,2023-09-07,2023-09-17,2023-09-15,2023-09-07
409,15,72,313,30.05,received,2023-08-14,2023-08-21,2023-08-19,2023-08-14
410,11,144,235,87.14,received,2023-04-19,2023-04-21,2023-04-20,2023-04-19
411,10,368,465,61.01,received,2023-03-02,2023-03-11,2023-03-12,2023-03-02
412,6,369,295,16.47,received,2023-02-28,2023-03-03,2023-03-04,2023-02-28
413,4,303,61,143.01,received,2023-03-24,2023-04-01,2023-04-02,2023-03-24
414,4,23,118,168.23,received,2023-03-07,2023-03-15,2023-03-14,2023-03-07
415,11,263,78,30.66,received,2023-01-21,2023-01-23,2023-01-22,2023-01-21
416,3,133,356,21.98,received,2023-04-03,2023-04-27,2023-04-28,2023-04-03
417,10,327,93,151.87,received,2023-01-10,2023-01-19,2023-01-19,2023-01-10
418,4,230,137,65.35,received,2023-11-07,2023-11-15,2023-12-03,2023-11-07
419,4,426,369,8.37,received,2023-07-30,2023-08-07,2023-08-06,2023-07-30
420,11,262,282,281.19,received,2023-05-16,2023-05-18,2023-05-18,2023-05-16
421,10,303,117,143.01,received,2023-02-05,2023-02-14,2023-02-15,2023-02-05
422,2,9,473,33.23,received,2023-04-14,2023-04-19,2023-04-20,2023-04-14
423,3,311,499,281.11,received,2023-02-19,2023-03-15,2023-03-13,2023-02-19
424,13,273,296,39.07,received,2023-09-15,2023-10-15,2023-10-13,2023-09-15
425,11,67,446,37.86,received,2023-11-05,2023-11-07,2023-11-05,2023-11-05
426,11,333,497,43.74,received,2023-08-09,2023-08-11,2023-08-11,2023-08-09
427,1,358,454,99.84,received,2023-09-29,2023-10-01,2023-10-02,2023-09-29
428,13,196,267,64.78,received,2023-06-29,2023-07-29,2023-07-27,2023-06-29
429,3,131,195,52.45,received,2023-09-02,2023-09-26,2023-09-24,2023-09-02
430,10,449,52,95.28,received,2023-10-06,2023-10-15,2023-10-14,2023-10-06
431,12,381,316,126.5,received,2023-01-04,2023-01-08,2023-01-06,2023-01-04
432,1,193,259,79.2,received,2023-12-02,2023-12-04,2023-12-04,2023-12-02
433,6,55,183,115.8,received,2023-03-21,2023-03-24,2023-03-24,2023-03-21
434,14,275,398,74.0,received,2023-08-05,2023-08-15,2023-08-15,2023-08-05
435,7,387,141,37.62,received,2023-04-15,2023-04-22,2023-04-23,2023-04-15
436,6,287,345,59.92,received,2023-10-12,2023-10-15,2023-10-15,2023-10-12
437,6,397,487,19.11,received,2023-12-28,2023-12-31,2023-12-30,2023-12-28
438,14,338,450,19.02,received,2023-03-02,2023-03-12,2023-03-13,2023-03-02
439,12,487,452,428.57,received,2023-03-24,2023-03-28,2023-03-29,2023-03-24
440,6,411,132,111.03,received,2023-10-09,2023-10-12,2023-10-10,2023-10-09
441,7,494,471,407.92,received,2023-11-22,2023-11-29,2023-11-27,2023-11-22
442,3,242,184,44.02,received,2023-11-04,2023-11-28,2023-11-26,2023-11-04
443,4,190,255,14.52,received,2023-02-10,2023-02-18,2023-02-19,2023-02-10
444,10,336,446,304.36,received,2023-09-24,2023-10-03,2023-10-01,2023-09-24
445,14,90,153,96.97,received,2023-11-24,2023-12-04,2023-12-02,2023-11-24
446,14,337,451,76.6,received,2023-09-23,2023-10-03,2023-10-01,2023-09-23
447,10,262,395,281.19,received,2023-09-22,2023-10-01,2023-09-30,2023-09-22
448,1,185,94,122.62,received,2023-05-03,2023-05-05,2023-05-04,2023-05-03
449,5,400,257,179.45,received,2023-07-24,2023-07-29,2023-07-30,2023-07-24
450,10,103,96,189.25,received,2023-09-23,2023-10-02,2023-09-30,2023-09-23
451,9,146,227,134.67,received,2023-10-14,2023-10-27,2023-11-10,2023-10-14
452,14,142,282,37.44,received,2023-04-26,2023-05-06,2023-05-05,2023-04-26
453,15,207,258,160.37,received,2023-10-22,2023-10-29,2023-10-28,2023-10-22
454,9,55,224,115.8,received,2023-10-14,2023-10-27,2023-10-27,2023-10-14
455,2,412,466,183.53,received,2023-09-20,2023-09-25,2023-10-15,2023-09-20
456,13,295,338,320.95,received,2023-05-09,2023-06-08,2023-06-09,2023-05-09
457,8,395,398,109.86,received,2023-05-05,2023-05-31,2023-06-01,2023-05-05
458,8,460,109,398.29,received,2023-10-28,2023-11-23,2023-12-11,2023-10-28
459,5,35,396,113.42,received,2023-07-15,2023-07-20,2023-07-19,2023-07-15
460,12,118,314,111.47,received,2023-06-11,2023-06-15,2023-06-15,2023-06-11
461,9,5,197,143.22,received,2023-12-25,2024-01-07,2024-01-06,2023-12-25
462,2,205,88,439.42,received,2023-12-11,2023-12-16,2023-12-16,2023-12-11
463,9,477,161,126.78,received,2023-04-02,2023-04-15,2023-04-15,2023-04-02
464,15,294,305,291.98,received,2023-05-18,2023-05-25,2023-05-24,2023-05-18
465,12,103,155,189.25,received,2023-05-01,2023-05-05,2023-05-05,2023-05-01
466,4,104,129,27.59,received,2023-05-08,2023-05-16,2023-05-16,2023-05-08
467,13,55,364,115.8,received,2023-03-03,2023-04-02,2023-04-20,2023-03-03
468,1,392,240,82.47,received,2023-10-05,2023-10-07,2023-10-25,2023-10-05
469,10,162,301,403.13,received,2023-09-10,2023-09-19,2023-09-19,2023-09-10
470,3,392,434,82.47,received,2023-09-19,2023-10-13,2023-10-12,2023-09-19
471,10,66,294,33.55,received,2023-01-28,2023-02-06,2023-02-07,2023-01-28
472,9,17,284,58.24,received,2023-09-15,2023-09-28,2023-09-27,2023-09-15
473,2,358,56,99.84,received,2023-09-23,2023-09-28,2023-09-26,2023-09-23
474,11,108,235,109.81,received,2023-07-14,2023-07-16,2023-07-16,2023-07-14
475,10,442,171,109.11,received,2023-05-13,2023-05-22,2023-05-22,2023-05-13
476,5,242,305,44.02,received,2023-11-10,2023-11-15,2023-11-14,2023-11-10
477,7,108,236,109.81,received,2023-08-03,2023-08-10,2023-08-10,2023-08-03
478,14,206,344,229.74,received,2023-05-24,2023-06-03,2023-06-02,2023-05-24
479,11,118,334,111.47,received,2023-02-21,2023-02-23,2023-02-22,2023-02-21
480,7,439,292,98.91,received,2023-07-15,2023-07-22,2023-07-21,2023-07-15
481,13,5,484,143.22,received,2023-04-01,2023-05-01,2023-04-30,2023-04-01
482,11,265,203,31.15,received,2023-10-01,2023-10-03,2023-10-04,2023-10-01
483,5,288,403,77.81,received,2023-10-18,2023-10-23,2023-10-21,2023-10-18
484,3,31,479,24.18,received,2023-04-21,2023-05-15,2023-05-16,2023-04-21
485,11,50,234,105.11,received,2023-08-19,2023-08-21,2023-08-21,2023-08-19
486,6,287,226,59.92,received,2023-10-13,2023-10-16,2023-10-16,2023-10-13
487,1,211,345,379.27,received,2023-03-04,2023-03-06,2023-03-05,2023-03-04
488,10,333,231,43.74,received,2023-11-29,2023-12-08,2023-12-08,2023-11-29
489,6,345,90,106.14,received,2023-09-19,2023-09-22,2023-09-23,2023-09-19
490,7,315,494,289.71,received,2023-05-27,2023-06-03,2023-06-02,2023-05-27
491,3,328,484,131.63,received,2023-06-22,2023-07-16,2023-07-17,2023-06-22
492,15,37,210,103.56,received,2023-02-10,2023-02-17,2023-02-16,2023-02-10
493,6,335,188,63.98,received,2023-05-30,2023-06-02,2023-06-03,2023-05-30
494,15,228,261,124.94,received,2023-07-05,2023-07-12,2023-07-13,2023-07-05
495,3,95,388,196.01,received,2023-01-12,2023-02-05,2023-02-04,2023-01-12
496,5,482,135,19.13,received,2023-12-25,2023-12-30,2023-12-29,2023-12-25
497,7,53,330,86.88,received,2023-02-18,2023-02-25,2023-02-26,2023-02-18
498,1,14,103,9.76,received,2023-07-23,2023-07-25,2023-07-23,2023-07-23
499,5,317,208,345.75,received,2023-03-21,2023-03-26,2023-03-27,2023-03-21
500,4,127,117,28.4,received,2023-05-26,2023-06-03,2023-06-02,2023-05-26
501,9,430,490,296.57,received,2023-03-29,2023-04-11,2023-04-11,2023-03-29
502,15,167,330,100.67,received,2023-09-01,2023-09-08,2023-09-08,2023-09-01
503,8,70,373,133.6,received,2023-12-24,2024-01-19,2024-01-20,2023-12-24
504,12,326,227,41.79,received,2023-10-16,2023-10-20,2023-10-20,2023-10-16
505,8,277,207,78.43,received,2023-04-27,2023-05-23,2023-05-24,2023-04-27
506,6,212,50,38.82,received,2023-05-14,2023-05-17,2023-05-15,2023-05-14
507,9,418,323,180.46,received,2023-03-11,2023-03-24,2023-03-25,2023-03-11
508,1,353,203,176.37,received,2023-09-09,2023-09-11,2023-09-29,2023-09-09
509,1,393,457,103.58,received,2023-08-09,2023-08-11,2023-08-10,2023-08-09
510,1,281,252,128.29,received,2023-07-11,2023-07-13,2023-07-14,2023-07-11
511,4,84,162,30.39,received,2023-11-27,2023-12-05,2023-12-06,2023-11-27
512,5,41,195,37.95,received,2023-08-05,2023-08-10,2023-08-10,2023-08-05
513,11,381,146,126.5,received,2023-09-30,2023-10-02,2023-10-03,2023-09-30
514,14,36,376,47.49,received,2023-04-04,2023-04-14,2023-04-12,2023-04-04
515,8,317,146,345.75,received,2023-08-20,2023-09-15,2023-09-16,2023-08-20
516,6,10,145,139.18,received,2023-03-19,2023-03-22,2023-03-20,2023-03-19
517,2,145,422,5.26,received,2023-05-18,2023-05-23,2023-05-24,2023-05-18
518,1,120,161,428.92,received,2023-02-16,2023-02-18,2023-02-19,2023-02-16
519,6,216,240,25.09,received,2023-06-09,2023-06-12,2023-06-13,2023-06-09
520,8,357,78,79.2,received,2023-01-17,2023-02-12,2023-02-11,2023-01-17
521,5,398,142,82.89,received,2023-07-20,2023-07-25,2023-07-26,2023-07-20
522,4,459,112,308.12,received,2023-05-09,2023-05-17,2023-05-15,2023-05-09
523,13,366,176,11.06,received,2023-05-08,2023-06-07,2023-06-08,2023-05-08
524,12,18,316,348.6,received,2023-04-12,2023-04-16,2023-04-14,2023-04-12
525,11,107,215,80.65,received,2023-08-31,2023-09-02,2023-09-02,2023-08-31
526,3,323,179,23.01,received,2023-01-22,2023-02-15,2023-02-13,2023-01-22
527,8,327,492,151.87,received,2023-06-02,2023-06-28,2023-06-26,2023-06-02
528,11,112,216,59.54,received,2023-02-27,2023-03-01,2023-03-02,2023-02-27
529,1,86,454,265.52,received,2023-05-22,2023-05-24,2023-05-25,2023-05-22
530,4,5,402,143.22,received,2023-01-22,2023-01-30,2023-01-31,2023-01-22
531,10,80,130,29.76,received,2023-07-10,2023-07-19,2023-07-18,2023-07-10
532,8,47,80,419.22,received,2023-12-18,2024-01-13,2024-01-11,2023-12-18
533,6,331,114,47.28,received,2023-03-20,2023-03-23,2023-03-21,2023-03-20
534,8,120,462,428.92,received,2023-06-12,2023-07-08,2023-07-22,2023-06-12
535,15,225,233,51.25,received,2023-04-09,2023-04-16,2023-04-17,2023-04-09
536,12,69,411,104.11,received,2023-05-09,2023-05-13,2023-05-14,2023-05-09
537,8,287,147,59.92,received,2023-05-31,2023-06-26,2023-06-27,2023-05-31
538,10,96,190,10.94,received,2023-10-06,2023-10-15,2023-10-16,2023-10-06
539,14,426,85,8.37,received,2023-11-03,2023-11-13,2023-11-12,2023-11-03
540,9,80,327,29.76,received,2023-08-19,2023-09-01,2023-09-01,2023-08-19
541,6,233,425,91.67,received,2023-01-01,2023-01-04,2023-01-05,2023-01-01
542,3,453,447,42.8,received,2023-01-10,2023-02-03,2023-02-03,2023-01-10
543,10,123,147,190.07,received,2023-06-14,2023-06-23,2023-06-24,2023-06-14
544,9,350,363,17.73,received,2023-09-12,2023-09-25,2023-09-24,2023-09-12
545,5,166,99,154.94,received,2023-07-29,2023-08-03,2023-08-01,2023-07-29
546,9,338,141,19.02,received,2023-02-04,2023-02-17,2023-02-16,2023-02-04
547,14,17,100,58.24,received,2023-04-14,2023-04-24,2023-04-23,2023-04-14
548,1,293,319,65.69,received,2023-11-25,2023-11-27,2023-11-28,2023-11-25
549,10,360,163,106.78,received,2023-10-30,2023-11-08,2023-11-08,2023-10-30
550,10,368,385,61.01,received,2023-02-06,2023-02-15,2023-02-14,2023-02-06
551,8,476,234,40.79,received,2023-02-10,2023-03-08,2023-03-06,2023-02-10
552,9,381,471,126.5,received,2023-08-01,2023-08-14,2023-08-12,2023-08-01
553,10,137,477,43.66,received,2023-09-28,2023-10-07,2023-10-05,2023-09-28
554,5,40,101,123.48,received,2023-04-21,2023-04-26,2023-05-02,2023-04-21
555,12,119,319,62.94,received,2023-09-30,2023-10-04,2023-10-03,2023-09-30
556,11,128,335,141.45,received,2023-10-19,2023-10-21,2023-10-20,2023-10-19
557,12,286,395,67.86,received,2023-08-01,2023-08-05,2023-08-05,2023-08-01
558,8,360,135,106.78,received,2023-12-07,2024-01-02,2023-12-31,2023-12-07
559,13,93,386,53.04,received,2023-10-09,2023-11-08,2023-11-08,2023-10-09
560,3,274,211,46.29,received,2023-11-04,2023-11-28,2023-11-28,2023-11-04
561,9,167,472,100.67,received,2023-07-10,2023-07-23,2023-07-24,2023-07-10
562,12,166,242,154.94,received,2023-11-08,2023-11-12,2023-11-11,2023-11-08
563,13,282,279,19.16,received,2023-05-11,2023-06-10,2023-06-11,2023-05-11
564,7,1,315,241.97,received,2023-01-18,2023-01-25,2023-01-28,2023-01-18
565,3,456,159,405.86,received,2023-06-04,2023-06-28,2023-06-27,2023-06-04
566,14,162,333,403.13,received,2023-01-12,2023-01-22,2023-01-22,2023-01-12
567,9,285,98,9.92,received,2023-10-20,2023-11-02,2023-11-09,2023-10-20
568,1,236,237,9.08,received,2023-07-02,2023-07-04,2023-07-04,2023-07-02
569,15,299,97,198.64,received,2023-05-08,2023-05-15,2023-05-15,2023-05-08
570,10,205,420,439.42,received,2023-10-19,2023-10-28,2023-11-02,2023-10-19
571,6,406,354,49.96,received,2023-09-05,2023-09-08,2023-09-06,2023-09-05
572,11,154,90,132.1,received,2023-01-20,2023-01-22,2023-01-23,2023-01-20
573,13,29,263,35.58,received,2023-06-21,2023-07-21,2023-07-22,2023-06-21
574,15,445,432,129.1,received,2023-03-03,2023-03-10,2023-03-09,2023-03-03
575,11,435,77,8.76,received,2023-11-05,2023-11-07,2023-11-08,2023-11-05
576,5,269,217,29.11,received,2023-01-22,2023-01-27,2023-01-26,2023-01-22
577,9,358,278,99.84,received,2023-04-24,2023-05-07,2023-05-08,2023-04-24
578,13,305,271,133.07,received,2023-10-22,2023-11-21,2023-11-20,2023-10-22
579,5,403,92,31.8,received,2023-07-21,2023-07-26,2023-07-26,2023-07-21
580,8,293,93,65.69,received,2023-01-26,2023-02-21,2023-02-21,2023-01-26
581,7,257,440,35.01,received,2023-08-11,2023-08-18,2023-08-17,2023-08-11
582,3,247,383,65.7,received,2023-10-14,2023-11-07,2023-11-08,2023-10-14
583,10,101,174,83.07,received,2023-10-15,2023-10-24,2023-10-23,2023-10-15
584,2,137,107,43.66,received,2023-08-09,2023-08-14,2023-08-12,2023-08-09
585,11,212,214,38.82,received,2023-08-05,2023-08-07,2023-08-06,2023-08-05
586,6,305,136,133.07,received,2023-12-02,2023-12-05,2023-12-05,2023-12-02
587,6,316,72,174.8,received,2023-08-15,2023-08-18,2023-08-19,2023-08-15
588,15,419,129,28.91,received,2023-04-30,2023-05-07,2023-05-07,2023-04-30
589,13,373,174,26.18,received,2023-02-13,2023-03-15,2023-03-13,2023-02-13
590,10,475,57,27.85,received,2023-03-17,2023-03-26,2023-03-26,2023-03-17
591,6,356,61,23.63,received,2023-02-26,2023-03-01,2023-03-02,2023-02-26
592,6,108,330,109.81,received,2023-10-03,2023-10-06,2023-10-06,2023-10-03
593,8,319,242,67.79,received,2023-03-14,2023-04-09,2023-04-07,2023-03-14
594,10,464,137,49.64,received,2023-12-06,2023-12-15,2023-12-15,2023-12-06
595,1,146,77,134.67,received,2023-04-13,2023-04-15,2023-04-15,2023-04-13
596,8,336,389,304.36,received,2023-01-05,2023-01-31,2023-01-31,2023-01-05
597,14,468,59,82.71,received,2023-12-04,2023-12-14,2023-12-12,2023-12-04
598,5,445,310,129.1,received,2023-11-29,2023-12-04,2023-12-05,2023-11-29
599,12,51,145,348.34,received,2023-06-11,2023-06-15,2023-06-13,2023-06-11
600,4,257,70,35.01,received,2023-08-23,2023-08-31,2023-08-29,2023-08-23
601,4,473,251,138.78,received,2023-09-29,2023-10-07,2023-10-08,2023-09-29
602,12,81,231,12.59,received,2023-01-10,2023-01-14,2023-01-14,2023-01-10
603,11,155,191,398.3,received,2023-05-01,2023-05-03,2023-05-22,2023-05-01
604,13,32,467,49.86,received,2023-11-17,2023-12-17,2023-12-18,2023-11-17
605,1,484,127,14.33,received,2023-10-12,2023-10-14,2023-10-24,2023-10-12
606,6,460,423,398.29,received,2023-07-21,2023-07-24,2023-07-22,2023-07-21
607,7,267,263,132.74,received,2023-12-14,2023-12-21,2023-12-20,2023-12-14
608,4,294,359,291.98,received,2023-03-20,2023-03-28,2023-03-28,2023-03-20
609,6,230,347,65.35,received,2023-10-05,2023-10-08,2023-10-07,2023-10-05
610,9,351,402,65.15,received,2023-04-14,2023-04-27,2023-05-09,2023-04-14
611,12,461,444,37.24,received,2023-09-26,2023-09-30,2023-10-01,2023-09-26
612,3,336,84,304.36,received,2023-10-17,2023-11-10,2023-11-23,2023-10-17
613,9,273,422,39.07,received,2023-03-02,2023-03-15,2023-03-14,2023-03-02
614,1,392,260,82.47,received,2023-06-13,2023-06-15,2023-06-16,2023-06-13
615,5,227,127,10.46,received,2023-11-23,2023-11-28,2023-12-09,2023-11-23
616,13,97,440,25.84,received,2023-02-24,2023-03-26,2023-03-24,2023-02-24
617,10,316,355,174.8,received,2023-05-17,2023-05-26,2023-05-25,2023-05-17
618,4,119,402,62.94,received,2023-12-18,2023-12-26,2023-12-24,2023-12-18
619,13,245,414,80.59,received,2023-03-10,2023-04-09,2023-04-10,2023-03-10
620,11,192,292,51.08,received,2023-04-05,2023-04-07,2023-04-08,2023-04-05
621,3,84,441,30.39,received,2023-04-09,2023-05-03,2023-05-04,2023-04-09
622,1,474,430,166.88,received,2023-05-19,2023-05-21,2023-05-31,2023-05-19
623,11,104,493,27.59,received,2023-04-15,2023-04-17,2023-04-18,2023-04-15
624,10,251,176,13.5,received,2023-12-19,2023-12-28,2023-12-29,2023-12-19
625,7,208,418,86.82,received,2023-01-22,2023-01-29,2023-01-30,2023-01-22
626,6,202,354,158.38,received,2023-11-10,2023-11-13,2023-12-04,2023-11-10
627,9,269,316,29.11,received,2023-11-25,2023-12-08,2023-12-12,2023-11-25
628,2,232,499,106.38,received,2023-08-22,2023-08-27,2023-08-25,2023-08-22
629,4,266,335,213.34,received,2023-10-03,2023-10-11,2023-10-09,2023-10-03
630,7,265,199,31.15,received,2023-11-19,2023-11-26,2023-12-05,2023-11-19
631,8,204,286,18.28,received,2023-06-05,2023-07-01,2023-07-01,2023-06-05
632,3,217,403,30.61,received,2023-05-31,2023-06-24,2023-06-22,2023-05-31
633,9,463,96,190.83,received,2023-03-14,2023-03-27,2023-03-28,2023-03-14
634,12,257,251,35.01,received,2023-02-27,2023-03-03,2023-03-02,2023-02-27
635,7,166,352,154.94,received,2023-08-19,2023-08-26,2023-08-27,2023-08-19
636,15,365,178,8.08,received,2023-04-14,2023-04-21,2023-04-19,2023-04-14
637,6,355,417,57.82,received,2023-11-29,2023-12-02,2023-12-01,2023-11-29
638,12,64,374,119.34,received,2023-02-16,2023-02-20,2023-02-21,2023-02-16
639,6,44,243,59.8,received,2023-09-26,2023-09-29,2023-09-28,2023-09-26
640,9,195,339,66.54,received,2023-01-23,2023-02-05,2023-02-05,2023-01-23
641,14,338,141,19.02,received,2023-03-18,2023-03-28,2023-03-27,2023-03-18
642,13,365,423,8.08,received,2023-01-27,2023-02-26,2023-02-26,2023-01-27
643,13,493,110,58.03,received,2023-08-17,2023-09-16,2023-09-15,2023-08-17
644,15,68,56,49.96,received,2023-04-14,2023-04-21,2023-04-21,2023-04-14
645,8,255,361,100.57,received,2023-09-13,2023-10-09,2023-10-07,2023-09-13
646,15,253,282,25.01,received,2023-05-02,2023-05-09,2023-05-10,2023-05-02
647,7,227,175,10.46,received,2023-02-10,2023-02-17,2023-02-15,2023-02-10
648,15,281,75,128.29,received,2023-05-23,2023-05-30,2023-05-29,2023-05-23
649,3,76,124,22.08,received,2023-01-29,2023-02-22,2023-02-20,2023-01-29
650,14,17,219,58.24,received,2023-12-08,2023-12-18,2023-12-18,2023-12-08
651,15,45,132,6.05,received,2023-01-26,2023-02-02,2023-02-01,2023-01-26
652,11,146,283,134.67,received,2023-11-09,2023-11-11,2023-11-10,2023-11-09
653,12,297,443,10.72,received,2023-07-04,2023-07-08,2023-07-06,2023-07-04
654,5,166,438,154.94,received,2023-07-08,2023-07-13,2023-07-18,2023-07-08
655,7,432,118,75.24,received,2023-10-09,2023-10-16,2023-10-17,2023-10-09
656,2,356,318,23.63,received,2023-05-21,2023-05-26,2023-05-27,2023-05-21
657,4,357,342,79.2,received,2023-04-18,2023-04-26,2023-04-24,2023-04-18
658,12,323,420,23.01,received,2023-09-28,2023-10-02,2023-10-20,2023-09-28
659,12,310,182,15.35,received,2023-12-28,2024-01-01,2024-01-01,2023-12-28
660,9,295,364,320.95,received,2023-11-16,2023-11-29,2023-11-28,2023-11-16
661,10,255,302,100.57,received,2023-09-24,2023-10-03,2023-10-04,2023-09-24
662,13,93,149,53.04,received,2023-11-09,2023-12-09,2023-12-09,2023-11-09
663,1,61,427,41.46,received,2023-01-13,2023-01-15,2023-01-13,2023-01-13
