receiving_id,po_id,sku_id,employee_id,received_qty,damaged_qty,received_at,putaway_at,location_code,notes,created_at
240,240,458,33,195,1,2023-05-21 03:00:00,2023-05-21 05:00:00,C-11-05,,2023-05-21 03:00:00
241,241,198,28,488,10,2023-01-27 01:00:00,2023-01-27 06:00:00,D-02-05,,2023-01-27 01:00:00
242,242,332,33,251,1,2023-05-04 01:00:00,2023-05-04 08:00:00,A-12-04,,2023-05-04 01:00:00
243,243,263,27,292,1,2023-01-16 01:00:00,2023-01-16 08:00:00,C-09-02,,2023-01-16 01:00:00
244,244,68,29,164,1,2023-12-03 01:00:00,2023-12-03 06:00:00,D-14-05,,2023-12-03 01:00:00
245,245,312,28,266,2,2023-06-11 01:00:00,2023-06-11 03:00:00,D-11-03,,2023-06-11 01:00:00
246,246,193,31,288,8,2023-07-04 04:00:00,2023-07-04 12:00:00,E-06-04,,2023-07-04 04:00:00
247,247,347,31,287,7,2023-09-30 02:00:00,2023-09-30 04:00:00,E-20-02,,2023-09-30 02:00:00
248,248,4,33,337,8,2023-10-08 03:00:00,2023-10-08 04:00:00,B-15-02,,2023-10-08 03:00:00
249,249,305,28,190,5,2023-11-08 04:00:00,2023-11-08 09:00:00,E-01-04,,2023-11-08 04:00:00
250,250,173,34,183,3,2023-05-27 01:00:00,2023-05-27 02:00:00,B-07-04,,2023-05-27 01:00:00
251,251,365,26,314,5,2023-12-01 02:00:00,2023-12-01 08:00:00,B-07-05,,2023-12-01 02:00:00
252,252,124,33,388,4,2023-03-16 03:00:00,2023-03-16 08:00:00,E-04-04,,2023-03-16 03:00:00
253,253,349,32,201,2,2023-03-17 04:00:00,2023-03-17 10:00:00,A-06-04,,2023-03-17 04:00:00
254,254,465,30,348,5,2023-08-06 02:00:00,2023-08-06 09:00:00,D-10-04,,2023-08-06 02:00:00
255,255,293,35,401,11,2023-04-11 01:00:00,2023-04-11 03:00:00,A-03-01,,2023-04-11 01:00:00
256,256,327,30,197,4,2023-09-28 01:00:00,2023-09-28 09:00:00,E-19-01,,2023-09-28 01:00:00
257,257,433,31,136,3,2023-04-02 04:00:00,2023-04-02 06:00:00,B-16-01,,2023-04-02 04:00:00
258,258,242,30,380,4,2023-03-11 04:00:00,2023-03-11 05:00:00,C-08-05,,2023-03-11 04:00:00
259,259,172,26,164,3,2023-12-09 03:00:00,2023-12-09 10:00:00,B-01-04,,2023-12-09 03:00:00
260,260,447,32,240,1,2023-06-11 03:00:00,2023-06-11 09:00:00,C-06-05,,2023-06-11 03:00:00
261,261,300,28,290,8,2023-06-03 02:00:00,2023-06-03 09:00:00,A-19-04,,2023-06-03 02:00:00
262,262,444,29,218,4,2023-11-21 04:00:00,2023-11-21 10:00:00,E-06-04,,2023-11-21 04:00:00
263,263,100,31,321,7,2023-09-22 01:00:00,2023-09-22 08:00:00,C-18-02,,2023-09-22 01:00:00
264,264,212,35,120,0,2023-02-01 04:00:00,2023-02-01 05:00:00,E-05-01,,2023-02-01 04:00:00
265,265,176,31,123,3,2023-08-23 01:00:00,2023-08-23 08:00:00,A-05-04,,2023-08-23 01:00:00
266,266,442,32,220,4,2023-04-07 02:00:00,2023-04-07 07:00:00,B-18-02,,2023-04-07 02:00:00
267,267,91,27,281,5,2023-06-10 03:00:00,2023-06-10 05:00:00,B-01-05,,2023-06-10 03:00:00
268,268,108,28,300,8,2023-04-01 01:00:00,2023-04-01 03:00:00,B-10-03,,2023-04-01 01:00:00
269,269,391,26,374,5,2023-03-18 03:00:00,2023-03-18 07:00:00,D-04-04,,2023-03-18 03:00:00
270,270,207,33,52,0,2023-08-30 01:00:00,2023-08-30 05:00:00,D-13-03,,2023-08-30 01:00:00
271,271,274,33,143,0,2023-04-13 02:00:00,2023-04-13 03:00:00,A-11-03,,2023-04-13 02:00:00
272,272,427,34,308,0,2023-10-27 03:00:00,2023-10-27 05:00:00,B-20-01,,2023-10-27 03:00:00
273,273,128,26,209,3,2023-04-30 02:00:00,2023-04-30 06:00:00,C-04-02,,2023-04-30 02:00:00
274,274,53,27,135,0,2023-08-09 02:00:00,2023-08-09 07:00:00,C-16-02,,2023-08-09 02:00:00
275,275,422,32,283,4,2023-01-29 03:00:00,2023-01-29 11:00:00,D-14-05,,2023-01-29 03:00:00
276,276,267,30,279,1,2023-11-07 03:00:00,2023-11-07 10:00:00,A-19-05,,2023-11-07 03:00:00
277,277,176,30,134,0,2023-10-01 04:00:00,2023-10-01 11:00:00,D-14-05,,2023-10-01 04:00:00
278,278,471,27,355,6,2023-08-01 04:00:00,2023-08-01 08:00:00,E-12-03,,2023-08-01 04:00:00
279,279,109,31,113,3,2023-02-04 03:00:00,2023-02-04 10:00:00,C-20-05,,2023-02-04 03:00:00
280,280,365,27,498,1,2023-12-04 03:00:00,2023-12-04 10:00:00,B-12-02,,2023-12-04 03:00:00
281,281,131,26,388,4,2023-10-01 02:00:00,2023-10-01 08:00:00,A-01-03,,2023-10-01 02:00:00
282,282,335,30,263,1,2023-01-14 03:00:00,2023-01-14 07:00:00,E-03-04,,2023-01-14 03:00:00
283,283,195,32,409,6,2023-04-01 01:00:00,2023-04-01 06:00:00,E-03-05,,2023-04-01 01:00:00
284,284,106,33,204,2,2024-01-13 03:00:00,2024-01-13 07:00:00,B-02-04,,2024-01-13 03:00:00
285,285,339,31,368,3,2023-02-28 01:00:00,2023-02-28 03:00:00,D-06-05,,2023-02-28 01:00:00
286,286,359,33,311,2,2023-03-19 01:00:00,2023-03-19 06:00:00,A-19-01,,2023-03-19 01:00:00
287,287,317,31,304,7,2023-03-04 04:00:00,2023-03-04 05:00:00,E-17-01,,2023-03-04 04:00:00
288,288,312,31,233,0,2023-04-20 01:00:00,2023-04-20 08:00:00,C-09-03,,2023-04-20 01:00:00
289,289,210,30,156,2,2023-06-06 03:00:00,2023-06-06 11:00:00,E-02-04,,2023-06-06 03:00:00
290,290,478,29,56,0,2023-09-06 01:00:00,2023-09-06 07:00:00,E-04-01,,2023-09-06 01:00:00
291,291,46,27,126,0,2023-03-01 01:00:00,2023-03-01 07:00:00,D-08-02,,2023-03-01 01:00:00
292,292,400,27,181,4,2023-09-22 03:00:00,2023-09-22 04:00:00,A-09-01,,2023-09-22 03:00:00
293,293,119,28,185,1,2023-09-05 03:00:00,2023-09-05 09:00:00,E-13-03,,2023-09-05 03:00:00
294,294,26,27,402,1,2023-03-17 03:00:00,2023-03-17 06:00:00,E-14-04,,2023-03-17 03:00:00
295,295,185,29,98,0,2023-12-16 04:00:00,2023-12-16 12:00:00,C-11-04,,2023-12-16 04:00:00
296,296,389,27,389,8,2023-02-02 01:00:00,2023-02-02 07:00:00,E-08-02,,2023-02-02 01:00:00
297,297,88,29,368,5,2023-06-21 02:00:00,2023-06-21 03:00:00,B-15-04,,2023-06-21 02:00:00
298,298,450,27,143,1,2023-02-22 03:00:00,2023-02-22 08:00:00,D-05-05,,2023-02-22 03:00:00
299,299,206,30,326,3,2023-08-09 04:00:00,2023-08-09 08:00:00,D-07-01,,2023-08-09 04:00:00
300,300,354,29,107,2,2023-09-08 01:00:00,2023-09-08 04:00:00,D-04-01,,2023-09-08 01:00:00
301,301,357,31,103,1,2023-03-04 03:00:00,2023-03-04 04:00:00,D-17-04,,2023-03-04 03:00:00
302,302,467,32,142,3,2023-11-07 01:00:00,2023-11-07 07:00:00,D-07-02,,2023-11-07 01:00:00
303,303,195,26,297,4,2023-07-11 01:00:00,2023-07-11 09:00:00,C-12-01,,2023-07-11 01:00:00
304,304,250,28,73,1,2023-03-07 04:00:00,2023-03-07 08:00:00,C-07-04,,2023-03-07 04:00:00
305,305,134,27,392,6,2023-12-06 04:00:00,2023-12-06 11:00:00,A-02-02,,2023-12-06 04:00:00
306,306,174,27,271,0,2023-10-01 01:00:00,2023-10-01 06:00:00,B-03-05,,2023-10-01 01:00:00
307,307,373,30,126,3,2023-05-11 04:00:00,2023-05-11 11:00:00,D-04-02,,2023-05-11 04:00:00
308,308,424,26,55,0,2023-10-21 02:00:00,2023-10-21 08:00:00,C-20-03,,2023-10-21 02:00:00
309,309,479,27,486,7,2023-03-25 04:00:00,2023-03-25 09:00:00,B-06-03,,2023-03-25 04:00:00
310,310,446,31,214,2,2023-04-22 04:00:00,2023-04-22 07:00:00,A-16-04,,2023-04-22 04:00:00
311,311,170,33,331,9,2023-05-30 01:00:00,2023-05-30 04:00:00,A-20-03,,2023-05-30 01:00:00
312,312,194,35,285,4,2023-07-26 02:00:00,2023-07-26 10:00:00,A-02-01,,2023-07-26 02:00:00
313,313,411,30,278,2,2023-11-17 02:00:00,2023-11-17 05:00:00,B-04-01,,2023-11-17 02:00:00
314,314,61,33,74,1,2023-09-13 03:00:00,2023-09-13 08:00:00,D-09-03,,2023-09-13 03:00:00
315,315,212,26,472,4,2023-01-24 03:00:00,2023-01-24 11:00:00,A-09-05,,2023-01-24 03:00:00
316,316,406,29,310,3,2023-11-23 02:00:00,2023-11-23 05:00:00,C-16-01,,2023-11-23 02:00:00
317,317,106,32,236,4,2023-12-15 04:00:00,2023-12-15 10:00:00,B-03-02,,2023-12-15 04:00:00
318,318,28,32,336,9,2023-05-05 04:00:00,2023-05-05 07:00:00,C-12-03,,2023-05-05 04:00:00
319,319,318,34,416,11,2023-12-04 03:00:00,2023-12-04 08:00:00,B-02-05,,2023-12-04 03:00:00
320,320,59,30,51,1,2023-03-16 01:00:00,2023-03-16 08:00:00,D-19-03,,2023-03-16 01:00:00
321,321,182,35,330,0,2023-12-06 02:00:00,2023-12-06 10:00:00,B-17-03,,2023-12-06 02:00:00
322,322,192,33,302,1,2024-01-07 04:00:00,2024-01-07 09:00:00,A-10-01,,2024-01-07 04:00:00
323,323,421,32,146,1,2023-08-21 01:00:00,2023-08-21 02:00:00,D-10-01,,2023-08-21 01:00:00
324,324,477,34,416,10,2023-07-25 01:00:00,2023-07-25 06:00:00,B-12-03,,2023-07-25 01:00:00
325,325,56,32,445,10,2023-08-02 02:00:00,2023-08-02 04:00:00,C-05-02,,2023-08-02 02:00:00
326,326,231,32,305,0,2023-08-29 02:00:00,2023-08-29 03:00:00,D-12-02,,2023-08-29 02:00:00
327,327,272,28,479,13,2023-01-28 01:00:00,2023-01-28 06:00:00,C-20-03,,2023-01-28 01:00:00
328,328,248,32,404,8,2023-09-26 03:00:00,2023-09-26 06:00:00,B-09-02,,2023-09-26 03:00:00
329,329,89,28,308,2,2023-03-16 01:00:00,2023-03-16 06:00:00,E-15-05,,2023-03-16 01:00:00
330,330,197,31,190,4,2023-08-20 04:00:00,2023-08-20 06:00:00,B-17-04,,2023-08-20 04:00:00
331,331,494,32,462,9,2023-07-19 03:00:00,2023-07-19 11:00:00,C-14-04,,2023-07-19 03:00:00
332,332,71,30,375,10,2023-08-24 01:00:00,2023-08-24 08:00:00,A-05-05,,2023-08-24 01:00:00
333,333,281,30,152,2,2023-06-13 03:00:00,2023-06-13 06:00:00,E-18-05,,2023-06-13 03:00:00
334,334,320,33,413,10,2023-06-05 02:00:00,2023-06-05 09:00:00,A-15-05,,2023-06-05 02:00:00
335,335,500,35,261,2,2023-04-04 01:00:00,2023-04-04 07:00:00,E-04-03,,2023-04-04 01:00:00
336,336,390,29,395,3,2023-07-06 01:00:00,2023-07-06 03:00:00,E-17-01,,2023-07-06 01:00:00
337,337,458,30,463,7,2023-10-06 04:00:00,2023-10-06 07:00:00,B-05-03,,2023-10-06 04:00:00
338,338,268,28,77,2,2023-02-25 04:00:00,2023-02-25 08:00:00,A-03-01,,2023-02-25 04:00:00
339,339,29,26,196,0,2023-04-14 01:00:00,2023-04-14 05:00:00,B-04-04,,2023-04-14 01:00:00
340,340,129,29,119,0,2023-03-18 01:00:00,2023-03-18 06:00:00,D-16-02,,2023-03-18 01:00:00
341,341,278,28,82,2,2023-02-17 04:00:00,2023-02-17 06:00:00,D-05-01,,2023-02-17 04:00:00
342,342,445,33,430,9,2023-12-20 02:00:00,2023-12-20 05:00:00,E-18-02,,2023-12-20 02:00:00
343,343,288,32,404,3,2023-07-21 01:00:00,2023-07-21 09:00:00,C-09-04,,2023-07-21 01:00:00
344,344,25,33,332,1,2023-07-17 04:00:00,2023-07-17 11:00:00,B-01-03,,2023-07-17 04:00:00
345,345,7,31,474,5,2023-05-12 03:00:00,2023-05-12 04:00:00,E-15-01,,2023-05-12 03:00:00
346,346,467,34,341,7,2023-11-29 03:00:00,2023-11-29 04:00:00,B-12-05,,2023-11-29 03:00:00
347,347,280,35,200,5,2023-11-13 04:00:00,2023-11-13 06:00:00,B-05-03,,2023-11-13 04:00:00
348,348,91,33,426,9,2024-01-10 02:00:00,2024-01-10 07:00:00,C-13-01,,2024-01-10 02:00:00
349,349,62,35,334,4,2023-07-26 02:00:00,2023-07-26 07:00:00,B-11-05,,2023-07-26 02:00:00
350,350,67,29,52,0,2023-03-29 04:00:00,2023-03-29 06:00:00,A-01-02,,2023-03-29 04:00:00
351,351,239,28,128,0,2024-01-06 04:00:00,2024-01-06 10:00:00,B-08-01,,2024-01-06 04:00:00
352,352,166,27,301,3,2023-11-09 04:00:00,2023-11-09 06:00:00,A-20-03,,2023-11-09 04:00:00
353,353,294,31,319,7,2023-11-08 04:00:00,2023-11-08 10:00:00,E-01-02,,2023-11-08 04:00:00
354,354,490,33,262,3,2023-04-12 02:00:00,2023-04-12 06:00:00,B-09-04,,2023-04-12 02:00:00
355,355,275,35,159,1,2023-08-07 02:00:00,2023-08-07 09:00:00,E-07-01,,2023-08-07 02:00:00
356,356,170,31,435,12,2023-06-20 01:00:00,2023-06-20 05:00:00,A-05-01,,2023-06-20 01:00:00
357,357,272,29,108,1,2023-09-13 01:00:00,2023-09-13 07:00:00,B-17-04,,2023-09-13 01:00:00
358,358,178,27,57,0,2023-08-18 03:00:00,2023-08-18 09:00:00,E-18-02,,2023-08-18 03:00:00
359,359,454,27,247,4,2023-06-14 01:00:00,2023-06-14 03:00:00,B-17-03,,2023-06-14 01:00:00
360,360,277,32,313,2,2023-05-30 03:00:00,2023-05-30 04:00:00,B-10-03,,2023-05-30 03:00:00
361,361,261,29,383,0,2023-09-16 02:00:00,2023-09-16 07:00:00,A-18-05,,2023-09-16 02:00:00
362,362,165,33,130,1,2023-09-27 04:00:00,2023-09-27 05:00:00,E-04-05,,2023-09-27 04:00:00
363,363,276,31,154,3,2023-10-29 01:00:00,2023-10-29 07:00:00,D-09-02,,2023-10-29 01:00:00
364,364,323,35,297,1,2023-04-23 03:00:00,2023-04-23 04:00:00,B-16-01,,2023-04-23 03:00:00
365,365,106,35,333,7,2023-10-09 01:00:00,2023-10-09 07:00:00,A-14-05,,2023-10-09 01:00:00
366,366,482,33,58,0,2023-02-15 02:00:00,2023-02-15 07:00:00,A-04-01,,2023-02-15 02:00:00
367,367,368,26,77,1,2023-07-13 04:00:00,2023-07-13 12:00:00,C-08-01,,2023-07-13 04:00:00
368,368,407,26,182,4,2023-06-01 02:00:00,2023-06-01 09:00:00,A-18-04,,2023-06-01 02:00:00
369,369,199,27,211,2,2023-08-27 02:00:00,2023-08-27 09:00:00,D-18-02,,2023-08-27 02:00:00
370,370,200,26,378,10,2023-12-11 03:00:00,2023-12-11 09:00:00,B-11-04,,2023-12-11 03:00:00
371,371,317,26,408,1,2023-02-04 01:00:00,2023-02-04 05:00:00,D-18-05,,2023-02-04 01:00:00
372,372,38,28,119,2,2023-07-19 01:00:00,2023-07-19 03:00:00,A-05-04,,2023-07-19 01:00:00
373,373,352,33,441,4,2023-07-04 02:00:00,2023-07-04 07:00:00,B-20-04,,2023-07-04 02:00:00
374,374,225,31,292,5,2023-07-20 01:00:00,2023-07-20 06:00:00,E-07-04,,2023-07-20 01:00:00
375,375,274,34,427,5,2023-05-18 03:00:00,2023-05-18 09:00:00,E-10-02,,2023-05-18 03:00:00
376,376,435,33,146,2,2023-11-05 01:00:00,2023-11-05 02:00:00,C-14-05,,2023-11-05 01:00:00
377,377,455,27,333,2,2023-11-28 02:00:00,2023-11-28 06:00:00,C-18-02,,2023-11-28 02:00:00
378,378,285,27,343,8,2023-03-22 02:00:00,2023-03-22 03:00:00,B-15-04,,2023-03-22 02:00:00
379,379,202,27,206,5,2023-10-10 03:00:00,2023-10-10 08:00:00,E-13-03,,2023-10-10 03:00:00
380,380,384,33,132,3,2023-07-03 04:00:00,2023-07-03 12:00:00,A-13-04,,2023-07-03 04:00:00
381,381,114,26,108,0,2023-12-05 02:00:00,2023-12-05 09:00:00,E-02-03,,2023-12-05 02:00:00
382,382,344,26,286,2,2023-12-01 01:00:00,2023-12-01 07:00:00,C-19-02,,2023-12-01 01:00:00
383,383,282,32,178,4,2023-02-07 04:00:00,2023-02-07 11:00:00,A-04-05,,2023-02-07 04:00:00
384,384,102,30,223,1,2023-10-30 04:00:00,2023-10-30 11:00:00,E-19-05,,2023-10-30 04:00:00
385,385,344,27,367,4,2023-12-26 02:00:00,2023-12-26 05:00:00,A-09-03,,2023-12-26 02:00:00
386,386,461,30,196,1,2023-04-16 04:00:00,2023-04-16 05:00:00,E-09-03,,2023-04-16 04:00:00
387,387,338,30,339,7,2023-06-14 01:00:00,2023-06-14 03:00:00,C-19-03,,2023-06-14 01:00:00
388,388,187,34,40,0,2023-06-28 01:00:00,2023-06-28 09:00:00,A-12-04,,2023-06-28 01:00:00
389,389,127,27,191,0,2023-04-28 01:00:00,2023-04-28 06:00:00,E-18-03,,2023-04-28 01:00:00
390,390,185,28,499,3,2023-03-20 03:00:00,2023-03-20 08:00:00,D-05-02,,2023-03-20 03:00:00
391,391,237,34,299,5,2023-09-12 01:00:00,2023-09-12 05:00:00,A-02-02,,2023-09-12 01:00:00
392,392,56,31,396,0,2023-04-11 02:00:00,2023-04-11 03:00:00,C-09-01,,2023-04-11 02:00:00
393,393,440,33,184,0,2023-03-27 02:00:00,2023-03-27 08:00:00,A-03-05,,2023-03-27 02:00:00
394,394,454,27,59,0,2023-11-19 02:00:00,2023-11-19 08:00:00,E-12-04,,2023-11-19 02:00:00
395,395,260,31,443,11,2023-12-01 02:00:00,2023-12-01 03:00:00,C-20-03,,2023-12-01 02:00:00
396,396,109,30,364,4,2023-01-29 03:00:00,2023-01-29 04:00:00,B-12-01,,2023-01-29 03:00:00
397,397,77,31,112,0,2023-08-06 02:00:00,2023-08-06 08:00:00,E-17-05,,2023-08-06 02:00:00
398,398,257,35,229,4,2023-10-15 02:00:00,2023-10-15 09:00:00,A-03-02,,2023-10-15 02:00:00
399,399,340,33,437,7,2023-05-04 04:00:00,2023-05-04 06:00:00,E-02-05,,2023-05-04 04:00:00
400,400,72,29,426,6,2023-08-29 03:00:00,2023-08-29 08:00:00,B-19-03,,2023-08-29 03:00:00
401,401,248,29,168,4,2023-07-08 03:00:00,2023-07-08 07:00:00,D-11-01,,2023-07-08 03:00:00
402,402,136,34,315,9,2023-07-13 04:00:00,2023-07-13 10:00:00,A-12-05,,2023-07-13 04:00:00
403,403,406,35,73,0,2023-07-12 04:00:00,2023-07-12 08:00:00,D-14-02,,2023-07-12 04:00:00
404,404,333,30,469,13,2023-06-17 02:00:00,2023-06-17 09:00:00,E-05-05,,2023-06-17 02:00:00
405,405,135,28,242,2,2023-10-27 01:00:00,2023-10-27 03:00:00,D-14-05,,2023-10-27 01:00:00
406,406,194,27,314,5,2023-07-07 02:00:00,2023-07-07 05:00:00,D-01-02,,2023-07-07 02:00:00
407,407,193,26,468,10,2023-04-30 04:00:00,2023-04-30 06:00:00,B-02-04,,2023-04-30 04:00:00
408,408,177,32,306,9,2023-09-15 02:00:00,2023-09-15 09:00:00,D-12-02,,2023-09-15 02:00:00
409,409,72,35,313,2,2023-08-19 03:00:00,2023-08-19 05:00:00,C-11-05,,2023-08-19 03:00:00
410,410,144,33,235,7,2023-04-20 01:00:00,2023-04-20 03:00:00,C-15-04,,2023-04-20 01:00:00
411,411,368,27,465,6,2023-03-12 04:00:00,2023-03-12 07:00:00,B-19-05,,2023-03-12 04:00:00
412,412,369,28,295,0,2023-03-04 03:00:00,2023-03-04 11:00:00,D-11-04,,2023-03-04 03:00:00
413,413,303,26,61,1,2023-04-02 01:00:00,2023-04-02 05:00:00,C-16-03,,2023-04-02 01:00:00
414,414,23,28,118,3,2023-03-14 04:00:00,2023-03-14 09:00:00,C-13-03,,2023-03-14 04:00:00
415,415,263,35,48,1,2023-01-22 02:00:00,2023-01-22 09:00:00,E-09-05,,2023-01-22 02:00:00
416,416,133,33,356,3,2023-04-28 02:00:00,2023-04-28 04:00:00,C-09-04,,2023-04-28 02:00:00
417,417,327,27,93,0,2023-01-19 03:00:00,2023-01-19 05:00:00,B-09-02,,2023-01-19 03:00:00
418,418,230,34,137,3,2023-12-03 02:00:00,2023-12-03 03:00:00,E-02-05,,2023-12-03 02:00:00
419,419,426,32,369,0,2023-08-06 01:00:00,2023-08-06 07:00:00,B-10-05,,2023-08-06 01:00:00
420,420,262,32,282,4,2023-05-18 04:00:00,2023-05-18 09:00:00,A-04-04,,2023-05-18 04:00:00
421,421,303,29,117,0,2023-02-15 02:00:00,2023-02-15 07:00:00,A-12-01,,2023-02-15 02:00:00
422,422,9,31,473,4,2023-04-20 03:00:00,2023-04-20 08:00:00,D-17-01,,2023-04-20 03:00:00
423,423,311,29,306,0,2023-03-13 03:00:00,2023-03-13 07:00:00,E-02-01,,2023-03-13 03:00:00
424,424,273,33,296,3,2023-10-13 02:00:00,2023-10-13 06:00:00,C-16-02,,2023-10-13 02:00:00
425,425,67,32,395,3,2023-11-05 02:00:00,2023-11-05 04:00:00,E-07-01,,2023-11-05 02:00:00
426,426,333,35,497,8,2023-08-11 02:00:00,2023-08-11 05:00:00,A-14-03,,2023-08-11 02:00:00
427,427,358,29,454,7,2023-10-02 03:00:00,2023-10-02 11:00:00,E-06-03,,2023-10-02 03:00:00
428,428,196,27,229,3,2023-07-27 04:00:00,2023-07-27 10:00:00,E-16-03,,2023-07-27 04:00:00
429,429,131,32,195,5,2023-09-24 03:00:00,2023-09-24 10:00:00,D-11-02,,2023-09-24 03:00:00
430,430,449,33,52,0,2023-10-14 03:00:00,2023-10-14 05:00:00,C-13-02,,2023-10-14 03:00:00
431,431,381,29,296,5,2023-01-06 02:00:00,2023-01-06 03:00:00,C-09-05,,2023-01-06 02:00:00
432,432,193,33,234,0,2023-12-04 03:00:00,2023-12-04 08:00:00,C-14-04,,2023-12-04 03:00:00
433,433,55,26,183,1,2023-03-24 01:00:00,2023-03-24 06:00:00,D-08-03,,2023-03-24 01:00:00
434,434,275,31,398,4,2023-08-15 02:00:00,2023-08-15 06:00:00,A-20-05,,2023-08-15 02:00:00
435,435,387,34,141,2,2023-04-23 01:00:00,2023-04-23 08:00:00,A-11-03,,2023-04-23 01:00:00
436,436,287,34,345,0,2023-10-15 02:00:00,2023-10-15 08:00:00,E-07-02,,2023-10-15 02:00:00
437,437,397,29,487,10,2023-12-30 03:00:00,2023-12-30 06:00:00,C-11-04,,2023-12-30 03:00:00
438,438,338,34,450,3,2023-03-13 01:00:00,2023-03-13 02:00:00,A-17-01,,2023-03-13 01:00:00
439,439,487,29,452,6,2023-03-29 02:00:00,2023-03-29 07:00:00,C-01-02,,2023-03-29 02:00:00
440,440,411,27,132,2,2023-10-10 04:00:00,2023-10-10 11:00:00,B-09-01,,2023-10-10 04:00:00
441,441,494,28,471,10,2023-11-27 04:00:00,2023-11-27 05:00:00,A-18-05,,2023-11-27 04:00:00
442,442,242,32,184,3,2023-11-26 04:00:00,2023-11-26 08:00:00,E-10-03,,2023-11-26 04:00:00
443,443,190,35,255,0,2023-02-19 03:00:00,2023-02-19 11:00:00,B-04-03,,2023-02-19 03:00:00
444,444,336,33,446,3,2023-10-01 01:00:00,2023-10-01 05:00:00,D-18-03,,2023-10-01 01:00:00
445,445,90,31,153,3,2023-12-02 02:00:00,2023-12-02 09:00:00,A-16-04,,2023-12-02 02:00:00
446,446,337,29,451,9,2023-10-01 04:00:00,2023-10-01 08:00:00,E-01-04,,2023-10-01 04:00:00
447,447,262,27,395,5,2023-09-30 01:00:00,2023-09-30 06:00:00,C-05-01,,2023-09-30 01:00:00
448,448,185,35,94,0,2023-05-04 04:00:00,2023-05-04 08:00:00,A-05-04,,2023-05-04 04:00:00
449,449,400,30,206,5,2023-07-30 02:00:00,2023-07-30 03:00:00,D-09-04,,2023-07-30 02:00:00
450,450,103,26,96,2,2023-09-30 01:00:00,2023-09-30 07:00:00,E-20-04,,2023-09-30 01:00:00
451,451,146,33,227,1,2023-11-10 04:00:00,2023-11-10 12:00:00,C-08-03,,2023-11-10 04:00:00
452,452,142,28,282,4,2023-05-05 01:00:00,2023-05-05 03:00:00,D-03-04,,2023-05-05 01:00:00
453,453,207,26,258,1,2023-10-28 01:00:00,2023-10-28 04:00:00,B-15-01,,2023-10-28 01:00:00
454,454,55,26,177,3,2023-10-27 04:00:00,2023-10-27 07:00:00,E-14-04,,2023-10-27 04:00:00
455,455,412,31,466,6,2023-10-15 03:00:00,2023-10-15 08:00:00,E-11-05,,2023-10-15 03:00:00
456,456,295,35,338,1,2023-06-09 03:00:00,2023-06-09 07:00:00,E-12-05,,2023-06-09 03:00:00
457,457,395,26,398,5,2023-06-01 03:00:00,2023-06-01 06:00:00,B-17-04,,2023-06-01 03:00:00
458,458,460,29,109,0,2023-12-11 04:00:00,2023-12-11 06:00:00,A-10-02,,2023-12-11 04:00:00
459,459,35,35,396,6,2023-07-19 03:00:00,2023-07-19 05:00:00,A-20-04,,2023-07-19 03:00:00
460,460,118,30,314,3,2023-06-15 02:00:00,2023-06-15 08:00:00,A-07-03,,2023-06-15 02:00:00
461,461,5,34,184,3,2024-01-06 03:00:00,2024-01-06 09:00:00,E-13-03,,2024-01-06 03:00:00
462,462,205,28,88,1,2023-12-16 01:00:00,2023-12-16 04:00:00,A-07-03,,2023-12-16 01:00:00
463,463,477,30,161,0,2023-04-15 04:00:00,2023-04-15 10:00:00,E-19-05,,2023-04-15 04:00:00
464,464,294,29,270,4,2023-05-24 04:00:00,2023-05-24 08:00:00,B-01-02,,2023-05-24 04:00:00
465,465,103,31,155,3,2023-05-05 02:00:00,2023-05-05 05:00:00,B-16-01,,2023-05-05 02:00:00
466,466,104,30,129,3,2023-05-16 02:00:00,2023-05-16 10:00:00,D-16-03,,2023-05-16 02:00:00
467,467,55,30,364,1,2023-04-20 04:00:00,2023-04-20 11:00:00,D-16-03,,2023-04-20 04:00:00
468,468,392,34,173,0,2023-10-25 02:00:00,2023-10-25 05:00:00,C-05-04,,2023-10-25 02:00:00
469,469,162,28,301,6,2023-09-19 03:00:00,2023-09-19 05:00:00,E-14-03,,2023-09-19 03:00:00
470,470,392,34,434,4,2023-10-12 04:00:00,2023-10-12 10:00:00,D-07-05,,2023-10-12 04:00:00
471,471,66,31,281,1,2023-02-07 03:00:00,2023-02-07 06:00:00,A-07-04,,2023-02-07 03:00:00
472,472,17,34,284,0,2023-09-27 03:00:00,2023-09-27 09:00:00,A-12-03,,2023-09-27 03:00:00
473,473,358,30,46,0,2023-09-26 03:00:00,2023-09-26 11:00:00,D-02-03,,2023-09-26 03:00:00
474,474,108,28,235,6,2023-07-16 01:00:00,2023-07-16 09:00:00,E-15-04,,2023-07-16 01:00:00
475,475,442,28,171,4,2023-05-22 01:00:00,2023-05-22 02:00:00,C-01-05,,2023-05-22 01:00:00
476,476,242,33,305,1,2023-11-14 02:00:00,2023-11-14 04:00:00,D-04-01,,2023-11-14 02:00:00
477,477,108,31,236,0,2023-08-10 01:00:00,2023-08-10 06:00:00,B-20-01,,2023-08-10 01:00:00
478,478,206,32,320,3,2023-06-02 02:00:00,2023-06-02 08:00:00,E-01-04,,2023-06-02 02:00:00
479,479,118,26,287,0,2023-02-22 02:00:00,2023-02-22 07:00:00,A-06-04,,2023-02-22 02:00:00
