shipment_id,order_id,carrier,tracking_number,shipping_cost,weight_kg,ship_date,estimated_date,actual_date,sla_days,is_on_time,created_at
4303,4787,DPD,DPD-867194224,10.38,4.11,2023-04-25 01:09:00,2023-04-28 01:09:00,2023-04-28 00:09:00,3,True,2023-04-25 01:09:00
4304,4788,DPD,DPD-946384919,9.4,2.61,2023-04-13 23:18:00,2023-04-16 23:18:00,2023-04-16 15:18:00,3,True,2023-04-13 23:18:00
4305,4789,DHL,DHL-168234755,13.73,4.754,2023-07-24 06:07:00,2023-07-26 06:07:00,2023-07-25 18:07:00,2,True,2023-07-24 06:07:00
4306,4790,UPS,UPS-507996987,25.82,9.94,2023-06-03 19:43:00,2023-06-06 19:43:00,2023-06-06 07:43:00,3,True,2023-06-03 19:43:00
4307,4791,DPD,DPD-125071883,9.36,2.965,2023-07-28 05:50:00,2023-07-30 05:50:00,2023-07-29 19:50:00,2,True,2023-07-28 05:50:00
4308,4792,DPD,DPD-430245188,15.77,2.012,2023-08-20 18:41:00,2023-08-22 18:41:00,2023-08-22 12:41:00,2,True,2023-08-20 18:41:00
4309,4793,InPost,InPost-153347554,9.14,1.97,2023-06-05 04:13:00,2023-06-07 04:13:00,2023-06-06 21:13:00,2,True,2023-06-05 04:13:00
4310,4794,UPS,UPS-472365180,24.45,9.445,2023-12-08 20:08:00,2023-12-10 20:08:00,2023-12-10 15:08:00,2,True,2023-12-08 20:08:00
4311,4796,InPost,InPost-820973993,8.42,8.75,2023-10-19 19:42:00,2023-10-21 19:42:00,2023-10-21 17:42:00,2,True,2023-10-19 19:42:00
4312,4797,InPost,InPost-109681804,9.99,3.744,2023-08-27 07:04:00,2023-08-29 07:04:00,2023-08-29 02:04:00,2,True,2023-08-27 07:04:00
4313,4798,DPD,DPD-922283604,12.27,4.264,2023-06-06 04:24:00,2023-06-08 04:24:00,2023-06-07 16:24:00,2,True,2023-06-06 04:24:00
4314,4799,DHL,DHL-576799053,23.09,0.759,2023-02-27 18:45:00,2023-03-02 18:45:00,2023-03-02 10:45:00,3,True,2023-02-27 18:45:00
4315,4800,DPD,DPD-965495756,15.85,2.028,2023-12-27 22:11:00,2023-12-30 22:11:00,2023-12-30 17:11:00,3,True,2023-12-27 22:11:00
4316,4802,DPD,DPD-409639766,16.16,3.182,2023-12-02 00:51:00,2023-12-04 00:51:00,2023-12-03 14:51:00,2,True,2023-12-02 00:51:00
4317,4803,DHL,DHL-142948581,24.78,5.972,2023-05-04 21:56:00,2023-05-07 21:56:00,2023-05-07 09:56:00,3,True,2023-05-04 21:56:00
4318,4804,DHL,DHL-761809396,19.5,4.252,2023-05-07 18:08:00,2023-05-09 18:08:00,2023-05-09 12:08:00,2,True,2023-05-07 18:08:00
4319,4805,DPD,DPD-329165895,16.2,8.344,2023-02-03 08:12:00,2023-02-05 08:12:00,2023-02-04 23:12:00,2,True,2023-02-03 08:12:00
4320,4806,DPD,DPD-228253047,8.24,0.834,2023-10-26 17:50:00,2023-10-29 17:50:00,2023-10-29 13:50:00,3,True,2023-10-26 17:50:00
4321,4807,UPS,UPS-395986061,31.9,0.606,2023-03-22 04:09:00,2023-03-24 04:09:00,2023-03-23 16:09:00,2,True,2023-03-22 04:09:00
4322,4808,InPost,InPost-863763850,8.04,1.805,2023-12-24 23:01:00,2023-12-27 23:01:00,2023-12-27 16:01:00,3,True,2023-12-24 23:01:00
4323,4809,DPD,DPD-382816918,16.8,1.392,2023-06-29 08:42:00,2023-07-02 08:42:00,2023-07-02 04:42:00,3,True,2023-06-29 08:42:00
4324,4810,InPost,InPost-586551195,8.96,8.115,2023-03-29 05:28:00,2023-03-31 05:28:00,2023-03-30 23:28:00,2,True,2023-03-29 05:28:00
4325,4811,DHL,DHL-324440660,23.18,2.954,2023-06-08 21:26:00,2023-06-11 21:26:00,2023-06-11 19:26:00,3,True,2023-06-08 21:26:00
4326,4812,InPost,InPost-987948748,12.45,1.06,2023-04-18 23:29:00,2023-04-20 23:29:00,2023-04-20 17:29:00,2,True,2023-04-18 23:29:00
4327,4813,InPost,InPost-790683732,9.69,9.26,2023-07-04 00:16:00,2023-07-06 00:16:00,2023-07-05 12:16:00,2,True,2023-07-04 00:16:00
4328,4814,DHL,DHL-247112367,18.94,3.539,2023-09-05 21:04:00,2023-09-07 21:04:00,2023-09-07 19:04:00,2,True,2023-09-05 21:04:00
4329,4815,InPost,InPost-304699461,12.9,15.144,2023-12-10 00:35:00,2023-12-12 00:35:00,2023-12-11 12:35:00,2,True,2023-12-10 00:35:00
4330,4816,InPost,InPost-812488393,11.8,1.374,2023-11-17 17:57:00,2023-11-19 17:57:00,2023-11-19 13:57:00,2,True,2023-11-17 17:57:00
4331,4817,InPost,InPost-276177474,8.33,7.34,2023-05-18 00:52:00,2023-05-21 00:52:00,2023-05-20 20:52:00,3,True,2023-05-18 00:52:00
4332,4818,InPost,InPost-963031994,8.37,4.185,2023-10-20 02:34:00,2023-10-22 02:34:00,2023-10-21 16:34:00,2,True,2023-10-20 02:34:00
4333,4819,DPD,DPD-382934978,14.25,0.869,2023-11-26 17:39:00,2023-11-28 17:39:00,2023-11-28 05:39:00,2,True,2023-11-26 17:39:00
4334,4820,DPD,DPD-291096478,13.6,2.85,2023-08-01 21:40:00,2023-08-04 21:40:00,2023-08-06 21:40:00,3,False,2023-08-01 21:40:00
4335,4821,DHL,DHL-896506498,15.13,4.96,2023-09-18 18:10:00,2023-09-21 18:10:00,2023-09-21 15:10:00,3,True,2023-09-18 18:10:00
4336,4822,DPD,DPD-794317638,14.05,0.581,2023-06-13 22:26:00,2023-06-15 22:26:00,2023-06-15 11:26:00,2,True,2023-06-13 22:26:00
4337,4826,DHL,DHL-949501379,16.73,1.358,2023-02-10 04:35:00,2023-02-12 04:35:00,2023-02-11 20:35:00,2,True,2023-02-10 04:35:00
4338,4827,InPost,InPost-632304281,9.85,7.658,2023-12-05 02:16:00,2023-12-08 02:16:00,2023-12-07 19:16:00,3,True,2023-12-05 02:16:00
4339,4828,DPD,DPD-959717080,9.95,3.635,2023-11-04 19:46:00,2023-11-07 19:46:00,2023-11-09 19:46:00,3,False,2023-11-04 19:46:00
4340,4829,InPost,InPost-687771024,12.98,1.516,2023-12-23 02:15:00,2023-12-25 02:15:00,2023-12-24 20:15:00,2,True,2023-12-23 02:15:00
4341,4830,DHL,DHL-363478514,12.84,3.028,2023-01-19 18:23:00,2023-01-22 18:23:00,2023-01-22 08:23:00,3,True,2023-01-19 18:23:00
4342,4831,InPost,InPost-932022683,9.27,1.995,2023-01-25 18:10:00,2023-01-28 18:10:00,2023-01-28 08:10:00,3,True,2023-01-25 18:10:00
4343,4832,DHL,DHL-862155430,12.98,1.852,2023-02-25 02:51:00,2023-02-28 02:51:00,2023-02-27 15:51:00,3,True,2023-02-25 02:51:00
4344,4833,InPost,InPost-299049564,8.0,10.415,2023-10-08 01:57:00,2023-10-11 01:57:00,2023-10-10 18:57:00,3,True,2023-10-08 01:57:00
4345,4834,UPS,UPS-941324753,16.02,8.816,2023-07-01 21:50:00,2023-07-04 21:50:00,2023-07-04 13:50:00,3,True,2023-07-01 21:50:00
4346,4835,InPost,InPost-402178069,10.74,17.652,2023-07-06 22:38:00,2023-07-08 22:38:00,2023-07-08 21:38:00,2,True,2023-07-06 22:38:00
4347,4836,UPS,UPS-921077151,27.32,3.053,2023-12-08 16:01:00,2023-12-10 16:01:00,2023-12-10 15:01:00,2,True,2023-12-08 16:01:00
4348,4837,DPD,DPD-619489240,12.55,10.973,2023-09-23 11:07:00,2023-09-26 11:07:00,2023-09-26 11:07:00,3,True,2023-09-23 11:07:00
4349,4838,DPD,DPD-565166970,14.57,6.52,2023-11-17 04:09:00,2023-11-20 04:09:00,2023-11-20 00:09:00,3,True,2023-11-17 04:09:00
4350,4839,InPost,InPost-193325606,8.41,1.226,2023-07-09 01:34:00,2023-07-12 01:34:00,2023-07-11 21:34:00,3,True,2023-07-09 01:34:00
4351,4840,DPD,DPD-952801379,16.5,3.29,2023-02-27 06:36:00,2023-03-02 06:36:00,2023-03-01 19:36:00,3,True,2023-02-27 06:36:00
4352,4841,DHL,DHL-972419856,20.42,1.283,2023-07-15 00:38:00,2023-07-18 00:38:00,2023-07-17 12:38:00,3,True,2023-07-15 00:38:00
4353,4842,UPS,UPS-627843423,15.63,4.28,2023-12-10 00:16:00,2023-12-13 00:16:00,2023-12-13 00:16:00,3,True,2023-12-10 00:16:00
4354,4843,DHL,DHL-518396804,17.54,6.232,2023-03-09 18:02:00,2023-03-11 18:02:00,2023-03-11 18:02:00,2,True,2023-03-09 18:02:00
4355,4844,InPost,InPost-618393913,12.65,1.226,2023-03-09 00:29:00,2023-03-11 00:29:00,2023-03-13 00:29:00,2,False,2023-03-09 00:29:00
4356,4845,InPost,InPost-669585569,11.12,1.264,2023-09-19 01:15:00,2023-09-21 01:15:00,2023-09-20 23:15:00,2,True,2023-09-19 01:15:00
4357,4846,InPost,InPost-307284574,11.26,3.104,2023-06-04 21:52:00,2023-06-06 21:52:00,2023-06-06 15:52:00,2,True,2023-06-04 21:52:00
4358,4847,DPD,DPD-553048173,16.64,3.948,2023-01-16 03:44:00,2023-01-18 03:44:00,2023-01-17 15:44:00,2,True,2023-01-16 03:44:00
4359,4848,InPost,InPost-786539133,9.1,1.007,2023-04-09 04:52:00,2023-04-11 04:52:00,2023-04-11 03:52:00,2,True,2023-04-09 04:52:00
4360,4849,DPD,DPD-382815525,13.17,1.522,2023-12-18 20:37:00,2023-12-20 20:37:00,2023-12-20 16:37:00,2,True,2023-12-18 20:37:00
4361,4851,DPD,DPD-712847345,15.54,4.02,2023-08-21 01:38:00,2023-08-24 01:38:00,2023-08-23 18:38:00,3,True,2023-08-21 01:38:00
4362,4852,DHL,DHL-591732507,12.99,5.072,2023-02-21 15:13:00,2023-02-24 15:13:00,2023-02-24 07:13:00,3,True,2023-02-21 15:13:00
4363,4853,DPD,DPD-981159815,10.11,6.704,2023-10-14 21:08:00,2023-10-16 21:08:00,2023-10-16 15:08:00,2,True,2023-10-14 21:08:00
4364,4854,DHL,DHL-745350028,13.94,2.586,2023-12-09 02:37:00,2023-12-11 02:37:00,2023-12-15 02:37:00,2,False,2023-12-09 02:37:00
4365,4855,DPD,DPD-915846002,12.09,0.952,2023-10-28 02:49:00,2023-10-30 02:49:00,2023-10-29 20:49:00,2,True,2023-10-28 02:49:00
4366,4856,DPD,DPD-292142676,10.63,6.128,2023-03-18 21:25:00,2023-03-20 21:25:00,2023-03-24 21:25:00,2,False,2023-03-18 21:25:00
4367,4857,DHL,DHL-508104926,23.41,1.464,2023-09-22 01:07:00,2023-09-25 01:07:00,2023-09-24 20:07:00,3,True,2023-09-22 01:07:00
4368,4858,DHL,DHL-709223144,18.81,1.129,2023-05-14 18:25:00,2023-05-16 18:25:00,2023-05-16 07:25:00,2,True,2023-05-14 18:25:00
4369,4859,DHL,DHL-766296576,19.18,5.963,2023-04-01 19:47:00,2023-04-03 19:47:00,2023-04-03 18:47:00,2,True,2023-04-01 19:47:00
4370,4860,InPost,InPost-461907702,13.9,1.238,2023-07-19 15:01:00,2023-07-22 15:01:00,2023-07-22 04:01:00,3,True,2023-07-19 15:01:00
4371,4861,DPD,DPD-270907059,13.65,0.66,2023-11-18 00:55:00,2023-11-20 00:55:00,2023-11-19 22:55:00,2,True,2023-11-18 00:55:00
4372,4862,DPD,DPD-252293836,15.67,1.481,2023-12-12 20:30:00,2023-12-15 20:30:00,2023-12-15 12:30:00,3,True,2023-12-12 20:30:00
4373,4863,DHL,DHL-893316759,21.11,1.535,2023-12-26 01:22:00,2023-12-29 01:22:00,2023-12-28 19:22:00,3,True,2023-12-26 01:22:00
4374,4864,DHL,DHL-485866253,19.62,6.164,2023-10-12 00:18:00,2023-10-14 00:18:00,2023-10-13 23:18:00,2,True,2023-10-12 00:18:00
4375,4866,InPost,InPost-619460806,6.13,3.556,2023-09-09 19:50:00,2023-09-12 19:50:00,2023-09-14 19:50:00,3,False,2023-09-09 19:50:00
4376,4867,InPost,InPost-244224538,6.44,10.292,2023-09-22 21:57:00,2023-09-24 21:57:00,2023-09-24 21:57:00,2,True,2023-09-22 21:57:00
4377,4868,UPS,UPS-909940801,16.02,1.964,2023-03-06 16:56:00,2023-03-08 16:56:00,2023-03-08 15:56:00,2,True,2023-03-06 16:56:00
4378,4869,DPD,DPD-302229429,13.36,3.376,2023-11-03 02:24:00,2023-11-06 02:24:00,2023-11-05 14:24:00,3,True,2023-11-03 02:24:00
4379,4870,DPD,DPD-335209279,12.57,0.727,2023-08-28 20:37:00,2023-08-31 20:37:00,2023-08-31 11:37:00,3,True,2023-08-28 20:37:00
4380,4872,DHL,DHL-434010791,17.4,2.26,2023-05-22 20:38:00,2023-05-24 20:38:00,2023-05-24 20:38:00,2,True,2023-05-22 20:38:00
4381,4873,InPost,InPost-128730219,9.42,5.762,2023-10-27 15:12:00,2023-10-29 15:12:00,2023-10-31 15:12:00,2,False,2023-10-27 15:12:00
4382,4876,InPost,InPost-238785431,8.58,13.72,2023-12-22 09:37:00,2023-12-25 09:37:00,2023-12-25 09:37:00,3,True,2023-12-22 09:37:00
4383,4877,DHL,DHL-938482137,17.88,3.376,2023-02-23 05:20:00,2023-02-25 05:20:00,2023-02-24 23:20:00,2,True,2023-02-23 05:20:00
4384,4878,DPD,DPD-658503219,11.98,11.237,2023-12-23 04:26:00,2023-12-26 04:26:00,2023-12-25 23:26:00,3,True,2023-12-23 04:26:00
4385,4879,UPS,UPS-707657695,26.48,6.66,2023-12-04 00:41:00,2023-12-07 00:41:00,2023-12-06 22:41:00,3,True,2023-12-04 00:41:00
4386,4880,InPost,InPost-249082827,13.56,0.797,2023-08-15 02:37:00,2023-08-17 02:37:00,2023-08-16 20:37:00,2,True,2023-08-15 02:37:00
4387,4881,DPD,DPD-783389753,17.68,2.85,2023-05-21 21:24:00,2023-05-23 21:24:00,2023-05-23 18:24:00,2,True,2023-05-21 21:24:00
4388,4882,DHL,DHL-122500318,23.5,1.55,2023-04-13 17:09:00,2023-04-16 17:09:00,2023-04-16 15:09:00,3,True,2023-04-13 17:09:00
4389,4883,InPost,InPost-881521748,11.72,0.603,2023-10-16 23:28:00,2023-10-19 23:28:00,2023-10-20 23:28:00,3,False,2023-10-16 23:28:00
4390,4884,InPost,InPost-484549347,12.91,1.77,2023-06-16 18:26:00,2023-06-18 18:26:00,2023-06-18 10:26:00,2,True,2023-06-16 18:26:00
4391,4886,DPD,DPD-491127117,8.86,12.005,2023-12-19 22:55:00,2023-12-22 22:55:00,2023-12-22 15:55:00,3,True,2023-12-19 22:55:00
4392,4887,DPD,DPD-234410554,13.97,3.629,2023-06-17 21:55:00,2023-06-20 21:55:00,2023-06-20 18:55:00,3,True,2023-06-17 21:55:00
4393,4888,UPS,UPS-236453555,24.96,3.345,2023-11-20 03:08:00,2023-11-23 03:08:00,2023-11-22 23:08:00,3,True,2023-11-20 03:08:00
4394,4889,UPS,UPS-944445615,33.65,2.131,2023-04-15 21:43:00,2023-04-18 21:43:00,2023-04-18 21:43:00,3,True,2023-04-15 21:43:00
4395,4890,InPost,InPost-162030224,12.74,0.618,2023-08-03 18:48:00,2023-08-05 18:48:00,2023-08-05 09:48:00,2,True,2023-08-03 18:48:00
4396,4891,InPost,InPost-407175139,11.09,5.45,2023-06-14 06:31:00,2023-06-16 06:31:00,2023-06-17 06:31:00,2,False,2023-06-14 06:31:00
4397,4892,DPD,DPD-934187222,13.74,4.928,2023-10-28 09:39:00,2023-10-30 09:39:00,2023-10-31 09:39:00,2,False,2023-10-28 09:39:00
4398,4893,InPost,InPost-534644600,6.75,1.678,2023-04-27 21:13:00,2023-04-29 21:13:00,2023-04-29 15:13:00,2,True,2023-04-27 21:13:00
4399,4894,DHL,DHL-303666638,18.44,0.83,2023-10-20 02:55:00,2023-10-23 02:55:00,2023-10-22 19:55:00,3,True,2023-10-20 02:55:00
4400,4895,InPost,InPost-151164600,6.53,2.088,2023-10-18 05:27:00,2023-10-21 05:27:00,2023-10-20 19:27:00,3,True,2023-10-18 05:27:00
4401,4896,DPD,DPD-338349275,8.62,1.31,2023-10-25 21:03:00,2023-10-28 21:03:00,2023-10-28 11:03:00,3,True,2023-10-25 21:03:00
4402,4897,DHL,DHL-286783772,17.39,0.741,2023-11-03 04:53:00,2023-11-06 04:53:00,2023-11-06 01:53:00,3,True,2023-11-03 04:53:00
4403,4898,DHL,DHL-911932433,22.6,7.656,2023-03-17 16:18:00,2023-03-19 16:18:00,2023-03-19 05:18:00,2,True,2023-03-17 16:18:00
4404,4899,DPD,DPD-322718564,10.81,8.724,2023-09-15 07:55:00,2023-09-18 07:55:00,2023-09-18 05:55:00,3,True,2023-09-15 07:55:00
4405,4900,InPost,InPost-877438302,11.93,1.607,2023-06-26 23:33:00,2023-06-29 23:33:00,2023-06-29 23:33:00,3,True,2023-06-26 23:33:00
4406,4901,InPost,InPost-759612784,11.46,0.649,2023-06-10 22:11:00,2023-06-13 22:11:00,2023-06-13 19:11:00,3,True,2023-06-10 22:11:00
4407,4902,DPD,DPD-255881421,15.75,4.502,2023-11-03 15:02:00,2023-11-05 15:02:00,2023-11-05 05:02:00,2,True,2023-11-03 15:02:00
4408,4903,UPS,UPS-282584364,15.0,0.933,2023-01-13 03:19:00,2023-01-16 03:19:00,2023-01-15 17:19:00,3,True,2023-01-13 03:19:00
4409,4904,InPost,InPost-290924083,10.16,0.631,2023-09-19 01:34:00,2023-09-22 01:34:00,2023-09-21 14:34:00,3,True,2023-09-19 01:34:00
4410,4905,DPD,DPD-211836223,16.93,10.795,2023-01-16 00:48:00,2023-01-18 00:48:00,2023-01-17 23:48:00,2,True,2023-01-16 00:48:00
4411,4906,DPD,DPD-645214426,8.33,1.644,2023-07-16 15:48:00,2023-07-19 15:48:00,2023-07-19 07:48:00,3,True,2023-07-16 15:48:00
4412,4907,InPost,InPost-580806096,7.93,1.838,2023-12-06 18:35:00,2023-12-09 18:35:00,2023-12-09 17:35:00,3,True,2023-12-06 18:35:00
4413,4909,InPost,InPost-531095922,11.55,2.23,2023-01-14 06:55:00,2023-01-16 06:55:00,2023-01-16 06:55:00,2,True,2023-01-14 06:55:00
4414,4910,DPD,DPD-641504822,10.68,17.652,2023-05-20 17:37:00,2023-05-23 17:37:00,2023-05-23 11:37:00,3,True,2023-05-20 17:37:00
4415,4911,DPD,DPD-522417614,17.87,1.862,2023-04-18 13:20:00,2023-04-20 13:20:00,2023-04-22 13:20:00,2,False,2023-04-18 13:20:00
4416,4912,InPost,InPost-966983261,9.68,2.54,2023-10-23 05:10:00,2023-10-26 05:10:00,2023-10-26 04:10:00,3,True,2023-10-23 05:10:00
4417,4913,DHL,DHL-664896896,23.71,16.168,2023-02-20 05:04:00,2023-02-22 05:04:00,2023-02-25 05:04:00,2,False,2023-02-20 05:04:00
4418,4914,DPD,DPD-109554092,16.94,0.986,2023-01-20 23:56:00,2023-01-23 23:56:00,2023-01-23 17:56:00,3,True,2023-01-20 23:56:00
4419,4915,UPS,UPS-160530488,17.87,2.81,2023-07-18 22:09:00,2023-07-21 22:09:00,2023-07-21 21:09:00,3,True,2023-07-18 22:09:00
4420,4916,DHL,DHL-122832550,14.57,0.641,2023-01-16 05:47:00,2023-01-19 05:47:00,2023-01-19 03:47:00,3,True,2023-01-16 05:47:00
4421,4917,DHL,DHL-211798161,22.78,0.865,2023-10-25 03:37:00,2023-10-27 03:37:00,2023-10-26 23:37:00,2,True,2023-10-25 03:37:00
4422,4918,InPost,InPost-379373186,13.95,4.432,2023-02-02 21:37:00,2023-02-04 21:37:00,2023-02-08 21:37:00,2,False,2023-02-02 21:37:00
4423,4920,UPS,UPS-772829726,27.25,1.766,2023-07-14 15:41:00,2023-07-17 15:41:00,2023-07-17 07:41:00,3,True,2023-07-14 15:41:00
4424,4921,DHL,DHL-118677405,24.66,4.28,2023-04-22 18:01:00,2023-04-24 18:01:00,2023-04-24 09:01:00,2,True,2023-04-22 18:01:00
4425,4922,InPost,InPost-397976733,7.42,1.493,2023-04-11 02:06:00,2023-04-13 02:06:00,2023-04-13 02:06:00,2,True,2023-04-11 02:06:00
4426,4923,DHL,DHL-711407582,18.98,2.657,2023-08-04 17:05:00,2023-08-07 17:05:00,2023-08-07 15:05:00,3,True,2023-08-04 17:05:00
4427,4925,DHL,DHL-256687188,24.81,0.801,2023-12-28 06:13:00,2023-12-30 06:13:00,2023-12-29 20:13:00,2,True,2023-12-28 06:13:00
4428,4926,DHL,DHL-346312207,24.96,2.951,2023-06-27 00:55:00,2023-06-30 00:55:00,2023-06-29 21:55:00,3,True,2023-06-27 00:55:00
4429,4927,DPD,DPD-459997296,16.18,1.715,2023-11-26 21:45:00,2023-11-29 21:45:00,2023-11-29 21:45:00,3,True,2023-11-26 21:45:00
4430,4928,UPS,UPS-253806440,22.77,4.88,2023-05-10 16:08:00,2023-05-12 16:08:00,2023-05-12 16:08:00,2,True,2023-05-10 16:08:00
4431,4931,DHL,DHL-468121518,18.68,8.81,2023-07-23 02:29:00,2023-07-25 02:29:00,2023-07-25 00:29:00,2,True,2023-07-23 02:29:00
4432,4932,InPost,InPost-813199597,12.79,2.586,2023-12-07 22:05:00,2023-12-10 22:05:00,2023-12-10 10:05:00,3,True,2023-12-07 22:05:00
4433,4933,InPost,InPost-272644094,8.37,22.53,2023-05-26 00:22:00,2023-05-29 00:22:00,2023-05-28 20:22:00,3,True,2023-05-26 00:22:00
4434,4934,DPD,DPD-815925834,13.51,2.59,2023-12-21 02:33:00,2023-12-23 02:33:00,2023-12-23 02:33:00,2,True,2023-12-21 02:33:00
4435,4935,DPD,DPD-864987117,9.18,1.033,2023-05-10 02:47:00,2023-05-12 02:47:00,2023-05-11 18:47:00,2,True,2023-05-10 02:47:00
4436,4936,UPS,UPS-955510510,32.06,7.665,2023-02-01 22:16:00,2023-02-04 22:16:00,2023-02-04 11:16:00,3,True,2023-02-01 22:16:00
4437,4937,DHL,DHL-240635295,18.05,1.868,2023-03-18 03:33:00,2023-03-20 03:33:00,2023-03-19 19:33:00,2,True,2023-03-18 03:33:00
4438,4938,DHL,DHL-465769641,15.77,0.904,2023-10-26 16:20:00,2023-10-28 16:20:00,2023-10-28 10:20:00,2,True,2023-10-26 16:20:00
4439,4939,DPD,DPD-700878284,17.82,3.975,2023-11-21 03:51:00,2023-11-24 03:51:00,2023-11-24 02:51:00,3,True,2023-11-21 03:51:00
4440,4940,DPD,DPD-454901111,16.75,5.886,2023-11-06 16:32:00,2023-11-09 16:32:00,2023-11-09 05:32:00,3,True,2023-11-06 16:32:00
4441,4941,DPD,DPD-562298898,12.05,1.543,2023-03-14 02:19:00,2023-03-16 02:19:00,2023-03-15 14:19:00,2,True,2023-03-14 02:19:00
4442,4943,DHL,DHL-584351325,19.31,6.31,2023-09-08 04:19:00,2023-09-10 04:19:00,2023-09-09 16:19:00,2,True,2023-09-08 04:19:00
4443,4944,DHL,DHL-536233895,12.82,1.8,2023-03-08 12:10:00,2023-03-10 12:10:00,2023-03-10 08:10:00,2,True,2023-03-08 12:10:00
4444,4945,UPS,UPS-900035497,16.87,1.397,2023-10-03 18:50:00,2023-10-06 18:50:00,2023-10-06 16:50:00,3,True,2023-10-03 18:50:00
4445,4946,DHL,DHL-918928915,16.64,1.129,2023-04-09 07:36:00,2023-04-11 07:36:00,2023-04-10 23:36:00,2,True,2023-04-09 07:36:00
4446,4947,DPD,DPD-575133228,13.35,0.615,2023-06-21 17:27:00,2023-06-24 17:27:00,2023-06-24 15:27:00,3,True,2023-06-21 17:27:00
4447,4949,DHL,DHL-414564157,14.47,3.965,2023-01-26 02:00:00,2023-01-29 02:00:00,2023-01-28 15:00:00,3,True,2023-01-26 02:00:00
4448,4950,DHL,DHL-989805004,24.33,1.704,2023-06-09 03:10:00,2023-06-11 03:10:00,2023-06-10 21:10:00,2,True,2023-06-09 03:10:00
4449,4952,InPost,InPost-722561350,12.1,8.592,2023-03-24 05:39:00,2023-03-26 05:39:00,2023-03-25 20:39:00,2,True,2023-03-24 05:39:00
4450,4953,DHL,DHL-724781237,24.18,3.774,2023-10-07 02:32:00,2023-10-10 02:32:00,2023-10-09 23:32:00,3,True,2023-10-07 02:32:00
4451,4954,DPD,DPD-609186051,10.0,2.65,2023-04-08 16:39:00,2023-04-11 16:39:00,2023-04-11 14:39:00,3,True,2023-04-08 16:39:00
4452,4955,DPD,DPD-728988350,16.48,2.405,2023-06-15 18:51:00,2023-06-17 18:51:00,2023-06-17 06:51:00,2,True,2023-06-15 18:51:00
4453,4956,DPD,DPD-321282345,17.62,1.64,2023-10-27 22:15:00,2023-10-30 22:15:00,2023-10-30 21:15:00,3,True,2023-10-27 22:15:00
4454,4957,DPD,DPD-792390683,10.89,10.312,2023-11-20 06:32:00,2023-11-22 06:32:00,2023-11-21 22:32:00,2,True,2023-11-20 06:32:00
4455,4958,DHL,DHL-709565677,14.03,3.556,2023-03-13 20:18:00,2023-03-15 20:18:00,2023-03-15 10:18:00,2,True,2023-03-13 20:18:00
4456,4959,DPD,DPD-950502768,14.96,6.26,2023-08-28 01:08:00,2023-08-31 01:08:00,2023-08-31 01:08:00,3,True,2023-08-28 01:08:00
4457,4961,InPost,InPost-862824300,8.82,9.076,2023-12-21 14:21:00,2023-12-24 14:21:00,2023-12-24 10:21:00,3,True,2023-12-21 14:21:00
4458,4962,DPD,DPD-511648818,14.45,0.97,2023-10-15 18:24:00,2023-10-17 18:24:00,2023-10-17 14:24:00,2,True,2023-10-15 18:24:00
4459,4963,DHL,DHL-273769043,24.78,0.581,2023-09-29 04:42:00,2023-10-02 04:42:00,2023-10-02 00:42:00,3,True,2023-09-29 04:42:00
4460,4964,DHL,DHL-984468685,15.07,1.64,2023-10-07 03:45:00,2023-10-10 03:45:00,2023-10-09 20:45:00,3,True,2023-10-07 03:45:00
4461,4965,DHL,DHL-978823999,14.34,4.502,2023-09-12 07:45:00,2023-09-15 07:45:00,2023-09-14 20:45:00,3,True,2023-09-12 07:45:00
4462,4966,InPost,InPost-616873983,7.86,1.938,2023-09-12 01:45:00,2023-09-15 01:45:00,2023-09-18 01:45:00,3,False,2023-09-12 01:45:00
4463,4967,DPD,DPD-200936410,8.98,1.392,2023-04-12 21:58:00,2023-04-15 21:58:00,2023-04-15 21:58:00,3,True,2023-04-12 21:58:00
4464,4968,DHL,DHL-282616648,15.51,0.734,2023-02-11 01:37:00,2023-02-14 01:37:00,2023-02-13 17:37:00,3,True,2023-02-11 01:37:00
4465,4969,DHL,DHL-536916995,18.75,9.065,2023-06-12 21:16:00,2023-06-14 21:16:00,2023-06-14 17:16:00,2,True,2023-06-12 21:16:00
4466,4970,InPost,InPost-292521692,7.85,1.088,2023-01-29 02:23:00,2023-02-01 02:23:00,2023-01-31 20:23:00,3,True,2023-01-29 02:23:00
4467,4972,DHL,DHL-876413253,12.09,1.232,2023-12-14 01:49:00,2023-12-17 01:49:00,2023-12-17 00:49:00,3,True,2023-12-14 01:49:00
4468,4974,DHL,DHL-252777525,19.71,2.292,2023-04-25 22:17:00,2023-04-28 22:17:00,2023-04-28 22:17:00,3,True,2023-04-25 22:17:00
4469,4975,DPD,DPD-279571188,14.53,2.496,2023-05-14 06:08:00,2023-05-17 06:08:00,2023-05-17 01:08:00,3,True,2023-05-14 06:08:00
4470,4976,DPD,DPD-402043889,9.0,6.548,2023-06-11 16:16:00,2023-06-13 16:16:00,2023-06-13 04:16:00,2,True,2023-06-11 16:16:00
4471,4977,DPD,DPD-768776487,18.0,1.799,2023-10-10 07:54:00,2023-10-13 07:54:00,2023-10-13 07:54:00,3,True,2023-10-10 07:54:00
