pick_id,order_id,employee_id,sku_id,qty_requested,qty_picked,is_correct,error_type,started_at,completed_at,lines_picked,created_at
2527,2676,21,145,5,5,True,,2023-10-22 19:03:00,2023-10-22 19:33:00,1,2023-10-22 19:03:00
2528,2677,14,183,5,5,True,,2023-11-13 17:24:00,2023-11-13 17:32:00,1,2023-11-13 17:24:00
2529,2678,23,22,1,1,True,,2023-12-11 09:49:00,2023-12-11 10:16:00,1,2023-12-11 09:49:00
2530,2679,2,51,5,5,True,,2023-10-13 23:24:00,2023-10-13 23:30:00,1,2023-10-13 23:24:00
2531,2680,21,262,4,4,True,,2023-10-02 21:05:00,2023-10-02 21:33:00,1,2023-10-02 21:05:00
2532,2681,2,136,2,2,True,,2023-03-12 23:24:00,2023-03-12 23:47:00,1,2023-03-12 23:24:00
2533,2682,7,409,3,3,True,,2023-06-10 11:42:00,2023-06-10 12:11:00,1,2023-06-10 11:42:00
2534,2683,23,5,2,2,True,,2023-04-05 21:48:00,2023-04-05 21:58:00,1,2023-04-05 21:48:00
2535,2684,24,189,2,1,False,wrong_qty,2023-07-17 20:05:00,2023-07-17 20:32:00,1,2023-07-17 20:05:00
2536,2685,7,165,2,2,True,,2023-10-26 16:20:00,2023-10-26 16:31:00,1,2023-10-26 16:20:00
2537,2686,18,9,2,2,True,,2023-11-03 23:14:00,2023-11-03 23:32:00,1,2023-11-03 23:14:00
2538,2687,13,62,5,5,True,,2023-06-26 10:12:00,2023-06-26 10:24:00,1,2023-06-26 10:12:00
2539,2688,23,209,5,5,True,,2023-01-10 02:17:00,2023-01-10 02:40:00,1,2023-01-10 02:17:00
2540,2689,1,248,4,4,True,,2023-12-09 19:26:00,2023-12-09 19:34:00,1,2023-12-09 19:26:00
2541,2690,21,204,1,1,True,,2023-12-18 19:22:00,2023-12-18 19:50:00,1,2023-12-18 19:22:00
2542,2691,16,269,4,4,True,,2023-11-04 14:39:00,2023-11-04 15:00:00,1,2023-11-04 14:39:00
2543,2692,6,296,4,4,True,,2023-04-27 01:59:00,2023-04-27 02:22:00,1,2023-04-27 01:59:00
2544,2693,11,5,5,5,True,,2023-07-10 17:35:00,2023-07-10 17:40:00,1,2023-07-10 17:35:00
2545,2694,3,236,5,5,True,,2023-06-08 00:08:00,2023-06-08 00:30:00,1,2023-06-08 00:08:00
2546,2695,13,485,4,4,True,,2023-02-04 14:12:00,2023-02-04 14:27:00,1,2023-02-04 14:12:00
2547,2696,7,265,1,1,True,,2023-12-21 00:04:00,2023-12-21 00:13:00,1,2023-12-21 00:04:00
2548,2697,13,338,4,1,False,wrong_qty,2023-12-10 20:49:00,2023-12-10 21:18:00,1,2023-12-10 20:49:00
2549,2698,20,155,5,5,True,,2023-03-15 09:44:00,2023-03-15 10:07:00,1,2023-03-15 09:44:00
2550,2699,12,384,3,3,True,,2023-10-23 21:28:00,2023-10-23 21:57:00,1,2023-10-23 21:28:00
2551,2700,8,383,4,4,True,,2023-03-24 12:58:00,2023-03-24 13:12:00,1,2023-03-24 12:58:00
2552,2701,18,266,5,5,True,,2023-07-23 13:55:00,2023-07-23 14:07:00,1,2023-07-23 13:55:00
2553,2702,1,488,3,3,True,,2023-09-21 23:19:00,2023-09-21 23:35:00,1,2023-09-21 23:19:00
2554,2703,9,62,5,5,True,,2023-09-15 19:35:00,2023-09-15 20:02:00,1,2023-09-15 19:35:00
2555,2704,17,8,5,5,True,,2023-11-28 16:34:00,2023-11-28 16:41:00,1,2023-11-28 16:34:00
2556,2705,6,381,4,4,True,,2023-08-21 11:22:00,2023-08-21 11:42:00,1,2023-08-21 11:22:00
2557,2706,14,394,5,5,True,,2023-03-12 18:35:00,2023-03-12 18:49:00,1,2023-03-12 18:35:00
2558,2707,8,59,2,2,True,,2023-10-05 00:08:00,2023-10-05 00:34:00,1,2023-10-05 00:08:00
2559,2708,16,136,3,3,True,,2023-11-08 21:50:00,2023-11-08 22:08:00,1,2023-11-08 21:50:00
2560,2709,7,8,3,3,True,,2023-06-28 16:25:00,2023-06-28 16:36:00,1,2023-06-28 16:25:00
2561,2710,5,146,1,1,True,,2023-09-20 02:14:00,2023-09-20 02:23:00,1,2023-09-20 02:14:00
2562,2711,15,383,1,1,True,,2023-06-13 10:40:00,2023-06-13 10:54:00,1,2023-06-13 10:40:00
2563,2712,13,264,1,1,True,,2023-11-01 14:00:00,2023-11-01 14:10:00,1,2023-11-01 14:00:00
2564,2713,2,169,5,5,True,,2023-01-19 22:31:00,2023-01-19 22:58:00,1,2023-01-19 22:31:00
2565,2714,19,186,4,4,True,,2023-08-24 23:16:00,2023-08-24 23:25:00,1,2023-08-24 23:16:00
2566,2715,17,1,1,1,True,,2023-11-04 12:37:00,2023-11-04 13:02:00,1,2023-11-04 12:37:00
2567,2716,7,148,4,4,True,,2023-11-05 23:06:00,2023-11-05 23:35:00,1,2023-11-05 23:06:00
2568,2717,15,324,4,4,True,,2023-12-21 15:52:00,2023-12-21 16:09:00,1,2023-12-21 15:52:00
2569,2718,15,488,5,5,True,,2023-07-10 18:32:00,2023-07-10 18:38:00,1,2023-07-10 18:32:00
2570,2719,22,420,2,2,True,,2023-10-22 18:21:00,2023-10-22 18:47:00,1,2023-10-22 18:21:00
2571,2720,22,10,2,1,False,wrong_item,2023-06-08 18:04:00,2023-06-08 18:26:00,1,2023-06-08 18:04:00
2572,2721,16,447,3,3,True,,2023-05-03 13:53:00,2023-05-03 13:58:00,1,2023-05-03 13:53:00
2573,2722,25,387,1,1,True,,2023-12-08 17:41:00,2023-12-08 18:00:00,1,2023-12-08 17:41:00
2574,2723,12,386,5,5,True,,2023-01-21 16:06:00,2023-01-21 16:17:00,1,2023-01-21 16:06:00
2575,2724,6,234,4,4,True,,2023-07-04 02:23:00,2023-07-04 02:35:00,1,2023-07-04 02:23:00
2576,2725,15,198,2,2,True,,2023-09-06 20:44:00,2023-09-06 21:13:00,1,2023-09-06 20:44:00
2577,2726,2,148,2,2,True,,2023-12-11 18:51:00,2023-12-11 18:59:00,1,2023-12-11 18:51:00
2578,2727,10,29,2,2,True,,2023-09-03 15:13:00,2023-09-03 15:19:00,1,2023-09-03 15:13:00
2579,2728,2,114,4,4,True,,2023-05-07 14:20:00,2023-05-07 14:41:00,1,2023-05-07 14:20:00
2580,2729,7,127,2,2,True,,2023-09-16 10:53:00,2023-09-16 11:14:00,1,2023-09-16 10:53:00
2581,2730,25,246,4,4,True,,2023-10-12 19:03:00,2023-10-12 19:16:00,1,2023-10-12 19:03:00
2582,2731,22,370,4,1,False,wrong_qty,2023-05-26 19:44:00,2023-05-26 19:58:00,1,2023-05-26 19:44:00
2583,2732,3,239,4,4,True,,2023-08-18 15:26:00,2023-08-18 15:37:00,1,2023-08-18 15:26:00
2584,2733,8,22,1,1,True,,2023-07-01 23:43:00,2023-07-02 00:13:00,1,2023-07-01 23:43:00
2585,2734,14,479,1,1,True,,2023-12-18 21:21:00,2023-12-18 21:32:00,1,2023-12-18 21:21:00
2586,2735,2,473,4,4,True,,2023-06-04 11:32:00,2023-06-04 11:39:00,1,2023-06-04 11:32:00
2587,2736,8,387,2,2,True,,2023-09-18 17:08:00,2023-09-18 17:22:00,1,2023-09-18 17:08:00
2588,2737,22,498,2,2,True,,2023-08-24 00:34:00,2023-08-24 00:39:00,1,2023-08-24 00:34:00
2589,2738,8,271,1,1,True,,2023-12-26 22:11:00,2023-12-26 22:34:00,1,2023-12-26 22:11:00
2590,2739,22,484,2,2,True,,2023-12-08 22:11:00,2023-12-08 22:32:00,1,2023-12-08 22:11:00
2591,2740,21,31,5,5,True,,2023-01-28 21:16:00,2023-01-28 21:25:00,1,2023-01-28 21:16:00
2592,2741,25,182,2,2,True,,2023-06-13 15:56:00,2023-06-13 16:13:00,1,2023-06-13 15:56:00
2593,2742,5,114,4,4,True,,2023-11-11 20:46:00,2023-11-11 21:07:00,1,2023-11-11 20:46:00
2594,2743,12,94,5,5,True,,2023-12-10 11:57:00,2023-12-10 12:22:00,1,2023-12-10 11:57:00
2595,2744,10,72,2,2,True,,2023-05-01 21:26:00,2023-05-01 21:35:00,1,2023-05-01 21:26:00
2596,2745,18,310,2,2,True,,2023-08-17 21:57:00,2023-08-17 22:12:00,1,2023-08-17 21:57:00
2597,2746,16,387,2,2,True,,2023-12-18 18:22:00,2023-12-18 18:36:00,1,2023-12-18 18:22:00
2598,2747,21,289,2,2,True,,2023-08-24 11:31:00,2023-08-24 11:38:00,1,2023-08-24 11:31:00
2599,2748,21,73,5,5,True,,2023-07-10 17:40:00,2023-07-10 17:52:00,1,2023-07-10 17:40:00
2600,2749,4,394,4,4,True,,2023-09-22 22:13:00,2023-09-22 22:34:00,1,2023-09-22 22:13:00
2601,2750,2,321,3,3,True,,2023-03-20 19:07:00,2023-03-20 19:34:00,1,2023-03-20 19:07:00
2602,2751,19,191,1,1,True,,2023-06-13 12:08:00,2023-06-13 12:13:00,1,2023-06-13 12:08:00
2603,2752,1,336,1,1,True,,2023-02-23 21:44:00,2023-02-23 22:00:00,1,2023-02-23 21:44:00
2604,2753,6,130,5,5,True,,2023-05-21 00:18:00,2023-05-21 00:47:00,1,2023-05-21 00:18:00
2605,2754,17,168,5,5,True,,2023-07-11 15:16:00,2023-07-11 15:39:00,1,2023-07-11 15:16:00
2606,2755,25,458,5,5,True,,2023-12-08 11:25:00,2023-12-08 11:49:00,1,2023-12-08 11:25:00
2607,2756,25,145,5,5,True,,2023-12-19 22:45:00,2023-12-19 23:13:00,1,2023-12-19 22:45:00
2608,2757,22,237,3,3,True,,2023-12-28 20:02:00,2023-12-28 20:19:00,1,2023-12-28 20:02:00
2609,2758,15,444,4,4,True,,2023-11-10 21:03:00,2023-11-10 21:10:00,1,2023-11-10 21:03:00
2610,2759,4,354,1,1,True,,2023-02-03 18:38:00,2023-02-03 18:44:00,1,2023-02-03 18:38:00
2611,2760,21,26,4,4,True,,2023-09-10 17:34:00,2023-09-10 17:49:00,1,2023-09-10 17:34:00
2612,2761,13,73,4,4,True,,2023-04-14 15:06:00,2023-04-14 15:36:00,1,2023-04-14 15:06:00
2613,2762,23,3,1,1,True,,2023-01-02 15:28:00,2023-01-02 15:38:00,1,2023-01-02 15:28:00
2614,2763,3,317,1,1,True,,2023-01-10 21:40:00,2023-01-10 21:53:00,1,2023-01-10 21:40:00
2615,2764,12,228,2,1,False,damaged,2023-03-04 19:27:00,2023-03-04 19:53:00,1,2023-03-04 19:27:00
2616,2765,14,66,2,2,True,,2023-04-18 14:34:00,2023-04-18 15:04:00,1,2023-04-18 14:34:00
2617,2766,10,479,2,2,True,,2023-01-08 01:15:00,2023-01-08 01:43:00,1,2023-01-08 01:15:00
2618,2767,18,269,2,2,True,,2023-05-17 00:14:00,2023-05-17 00:31:00,1,2023-05-17 00:14:00
2619,2768,16,122,1,1,True,,2023-07-01 14:14:00,2023-07-01 14:26:00,1,2023-07-01 14:14:00
2620,2769,8,253,2,2,True,,2023-10-28 15:46:00,2023-10-28 16:13:00,1,2023-10-28 15:46:00
2621,2770,6,338,2,2,True,,2023-05-02 15:48:00,2023-05-02 15:54:00,1,2023-05-02 15:48:00
2622,2771,3,31,4,4,True,,2023-10-28 02:23:00,2023-10-28 02:43:00,1,2023-10-28 02:23:00
2623,2772,10,140,1,1,True,,2023-02-17 19:33:00,2023-02-17 20:01:00,1,2023-02-17 19:33:00
2624,2773,7,394,5,5,True,,2023-05-22 22:27:00,2023-05-22 22:37:00,1,2023-05-22 22:27:00
2625,2774,5,235,3,3,True,,2023-07-20 15:44:00,2023-07-20 15:58:00,1,2023-07-20 15:44:00
2626,2775,8,273,2,2,True,,2023-12-22 18:31:00,2023-12-22 18:44:00,1,2023-12-22 18:31:00
2627,2777,21,17,2,2,True,,2023-04-27 14:10:00,2023-04-27 14:35:00,1,2023-04-27 14:10:00
2628,2778,23,81,4,4,True,,2023-11-22 20:46:00,2023-11-22 21:03:00,1,2023-11-22 20:46:00
2629,2779,12,225,1,1,True,,2023-12-11 12:32:00,2023-12-11 12:57:00,1,2023-12-11 12:32:00
2630,2781,21,19,4,4,True,,2023-06-08 21:50:00,2023-06-08 22:20:00,1,2023-06-08 21:50:00
2631,2782,13,417,2,2,True,,2023-10-27 18:27:00,2023-10-27 18:37:00,1,2023-10-27 18:27:00
2632,2783,5,492,2,2,True,,2023-05-16 14:45:00,2023-05-16 15:06:00,1,2023-05-16 14:45:00
2633,2784,7,389,5,5,True,,2023-04-08 19:37:00,2023-04-08 19:42:00,1,2023-04-08 19:37:00
2634,2786,20,122,1,1,True,,2023-07-03 16:47:00,2023-07-03 17:16:00,1,2023-07-03 16:47:00
2635,2787,6,482,1,1,True,,2023-07-16 21:58:00,2023-07-16 22:19:00,1,2023-07-16 21:58:00
2636,2788,6,96,3,3,True,,2023-07-02 09:40:00,2023-07-02 10:00:00,1,2023-07-02 09:40:00
2637,2789,14,475,1,1,True,,2023-11-18 16:02:00,2023-11-18 16:09:00,1,2023-11-18 16:02:00
2638,2790,1,499,1,1,True,,2023-04-05 22:38:00,2023-04-05 22:47:00,1,2023-04-05 22:38:00
2639,2791,17,355,2,2,True,,2023-04-03 17:25:00,2023-04-03 17:33:00,1,2023-04-03 17:25:00
2640,2792,14,492,4,4,True,,2023-12-08 16:05:00,2023-12-08 16:23:00,1,2023-12-08 16:05:00
2641,2793,24,284,5,5,True,,2023-10-09 02:29:00,2023-10-09 02:34:00,1,2023-10-09 02:29:00
2642,2794,10,130,1,1,True,,2023-07-15 01:17:00,2023-07-15 01:27:00,1,2023-07-15 01:17:00
2643,2795,6,222,2,2,True,,2023-12-28 11:16:00,2023-12-28 11:23:00,1,2023-12-28 11:16:00
2644,2796,2,296,3,3,True,,2023-12-20 11:02:00,2023-12-20 11:22:00,1,2023-12-20 11:02:00
2645,2798,4,309,5,5,True,,2023-06-14 16:24:00,2023-06-14 16:35:00,1,2023-06-14 16:24:00
2646,2799,23,492,1,1,True,,2023-12-16 19:56:00,2023-12-16 20:18:00,1,2023-12-16 19:56:00
2647,2800,9,92,3,3,True,,2023-02-09 13:25:00,2023-02-09 13:44:00,1,2023-02-09 13:25:00
2648,2801,8,389,3,3,True,,2023-04-19 18:22:00,2023-04-19 18:45:00,1,2023-04-19 18:22:00
2649,2802,14,454,2,2,True,,2023-12-12 17:55:00,2023-12-12 18:23:00,1,2023-12-12 17:55:00
2650,2803,25,473,1,1,True,,2023-12-07 12:15:00,2023-12-07 12:44:00,1,2023-12-07 12:15:00
2651,2804,22,482,2,2,True,,2023-08-28 01:56:00,2023-08-28 02:03:00,1,2023-08-28 01:56:00
2652,2805,14,266,5,5,True,,2023-08-19 17:40:00,2023-08-19 18:05:00,1,2023-08-19 17:40:00
2653,2806,21,489,2,2,True,,2023-03-14 23:23:00,2023-03-14 23:42:00,1,2023-03-14 23:23:00
2654,2807,5,374,4,4,True,,2023-02-19 22:03:00,2023-02-19 22:12:00,1,2023-02-19 22:03:00
2655,2808,8,78,1,1,True,,2023-04-01 20:36:00,2023-04-01 21:03:00,1,2023-04-01 20:36:00
2656,2809,17,242,5,5,True,,2023-08-02 00:00:00,2023-08-02 00:24:00,1,2023-08-02 00:00:00
2657,2810,2,357,3,3,True,,2023-08-09 13:58:00,2023-08-09 14:21:00,1,2023-08-09 13:58:00
2658,2811,22,128,4,4,True,,2023-06-17 15:27:00,2023-06-17 15:38:00,1,2023-06-17 15:27:00
2659,2812,10,323,3,3,True,,2023-12-26 02:37:00,2023-12-26 02:52:00,1,2023-12-26 02:37:00
2660,2813,17,333,1,1,True,,2023-10-27 13:00:00,2023-10-27 13:06:00,1,2023-10-27 13:00:00
2661,2814,23,78,1,1,True,,2023-07-27 20:27:00,2023-07-27 20:50:00,1,2023-07-27 20:27:00
2662,2815,10,282,5,5,True,,2023-09-04 20:00:00,2023-09-04 20:23:00,1,2023-09-04 20:00:00
2663,2816,1,382,2,2,True,,2023-04-10 10:13:00,2023-04-10 10:38:00,1,2023-04-10 10:13:00
2664,2817,25,253,5,5,True,,2023-05-17 00:33:00,2023-05-17 00:55:00,1,2023-05-17 00:33:00
2665,2818,3,5,3,3,True,,2023-10-15 00:50:00,2023-10-15 01:03:00,1,2023-10-15 00:50:00
2666,2819,5,4,5,5,True,,2023-02-04 17:05:00,2023-02-04 17:22:00,1,2023-02-04 17:05:00
2667,2820,9,174,5,5,True,,2023-10-25 15:16:00,2023-10-25 15:44:00,1,2023-10-25 15:16:00
2668,2821,3,463,4,4,True,,2023-04-05 22:52:00,2023-04-05 23:00:00,1,2023-04-05 22:52:00
2669,2822,9,114,2,2,True,,2023-06-12 11:27:00,2023-06-12 11:46:00,1,2023-06-12 11:27:00
2670,2823,10,321,2,2,True,,2023-11-17 21:54:00,2023-11-17 22:23:00,1,2023-11-17 21:54:00
2671,2824,2,112,3,3,True,,2023-01-25 15:19:00,2023-01-25 15:39:00,1,2023-01-25 15:19:00
2672,2825,21,159,5,5,True,,2023-05-04 19:56:00,2023-05-04 20:25:00,1,2023-05-04 19:56:00
2673,2826,20,420,4,4,True,,2023-06-16 18:20:00,2023-06-16 18:29:00,1,2023-06-16 18:20:00
2674,2827,7,361,4,4,True,,2023-10-28 13:08:00,2023-10-28 13:33:00,1,2023-10-28 13:08:00
2675,2828,10,42,3,3,True,,2023-09-03 19:00:00,2023-09-03 19:07:00,1,2023-09-03 19:00:00
2676,2829,1,214,1,1,True,,2023-04-15 16:24:00,2023-04-15 16:54:00,1,2023-04-15 16:24:00
2677,2830,6,11,1,1,True,,2023-06-15 02:33:00,2023-06-15 02:43:00,1,2023-06-15 02:33:00
2678,2831,18,246,1,1,True,,2023-03-24 19:32:00,2023-03-24 19:39:00,1,2023-03-24 19:32:00
2679,2832,12,331,4,4,True,,2023-07-12 15:26:00,2023-07-12 15:43:00,1,2023-07-12 15:26:00
2680,2833,17,57,4,4,True,,2023-11-25 19:52:00,2023-11-25 20:09:00,1,2023-11-25 19:52:00
2681,2835,12,198,2,2,True,,2023-10-03 18:52:00,2023-10-03 19:03:00,1,2023-10-03 18:52:00
2682,2837,23,499,4,4,True,,2023-10-25 18:45:00,2023-10-25 19:11:00,1,2023-10-25 18:45:00
2683,2838,3,18,4,4,True,,2023-02-28 18:09:00,2023-02-28 18:17:00,1,2023-02-28 18:09:00
2684,2839,20,377,5,5,True,,2023-08-17 15:46:00,2023-08-17 16:05:00,1,2023-08-17 15:46:00
2685,2840,7,186,2,2,True,,2023-10-22 21:51:00,2023-10-22 22:21:00,1,2023-10-22 21:51:00
2686,2841,9,193,3,3,True,,2023-11-11 17:21:00,2023-11-11 17:40:00,1,2023-11-11 17:21:00
2687,2842,3,373,1,1,True,,2023-07-17 18:41:00,2023-07-17 18:51:00,1,2023-07-17 18:41:00
2688,2843,21,460,2,2,True,,2023-05-12 20:27:00,2023-05-12 20:48:00,1,2023-05-12 20:27:00
2689,2844,19,475,1,1,True,,2023-01-26 14:23:00,2023-01-26 14:34:00,1,2023-01-26 14:23:00
2690,2845,11,288,1,1,True,,2023-09-02 20:46:00,2023-09-02 21:13:00,1,2023-09-02 20:46:00
2691,2846,8,174,3,3,True,,2023-09-03 22:10:00,2023-09-03 22:34:00,1,2023-09-03 22:10:00
2692,2848,22,128,3,3,True,,2023-02-01 13:49:00,2023-02-01 14:18:00,1,2023-02-01 13:49:00
2693,2849,25,281,5,5,True,,2023-06-01 13:54:00,2023-06-01 14:13:00,1,2023-06-01 13:54:00
2694,2850,22,175,2,2,True,,2023-03-01 19:42:00,2023-03-01 20:10:00,1,2023-03-01 19:42:00
2695,2851,10,329,3,3,True,,2023-05-10 15:51:00,2023-05-10 15:57:00,1,2023-05-10 15:51:00
2696,2852,13,121,2,2,True,,2023-08-20 20:17:00,2023-08-20 20:26:00,1,2023-08-20 20:17:00
2697,2853,3,92,4,4,True,,2023-10-20 20:07:00,2023-10-20 20:20:00,1,2023-10-20 20:07:00
2698,2854,2,459,3,3,True,,2023-02-09 18:04:00,2023-02-09 18:10:00,1,2023-02-09 18:04:00
2699,2855,20,47,5,5,True,,2023-04-16 21:26:00,2023-04-16 21:39:00,1,2023-04-16 21:26:00
2700,2856,25,256,4,4,True,,2023-11-12 23:53:00,2023-11-13 00:22:00,1,2023-11-12 23:53:00
2701,2857,13,112,2,2,True,,2023-11-08 13:54:00,2023-11-08 14:24:00,1,2023-11-08 13:54:00
2702,2858,15,16,5,5,True,,2023-09-13 02:50:00,2023-09-13 03:09:00,1,2023-09-13 02:50:00
2703,2859,22,15,1,1,True,,2023-12-19 13:03:00,2023-12-19 13:19:00,1,2023-12-19 13:03:00
2704,2860,24,87,2,2,True,,2023-11-27 18:05:00,2023-11-27 18:18:00,1,2023-11-27 18:05:00
2705,2861,24,428,2,2,True,,2023-10-03 12:16:00,2023-10-03 12:41:00,1,2023-10-03 12:16:00
2706,2862,1,144,4,4,True,,2023-06-05 15:18:00,2023-06-05 15:48:00,1,2023-06-05 15:18:00
2707,2863,22,475,1,1,True,,2023-11-16 17:43:00,2023-11-16 18:04:00,1,2023-11-16 17:43:00
2708,2864,22,292,5,5,True,,2023-11-06 19:48:00,2023-11-06 20:09:00,1,2023-11-06 19:48:00
2709,2865,8,221,3,3,True,,2023-11-11 09:30:00,2023-11-11 09:54:00,1,2023-11-11 09:30:00
2710,2867,10,262,2,2,True,,2023-08-02 14:35:00,2023-08-02 14:46:00,1,2023-08-02 14:35:00
2711,2868,12,375,3,3,True,,2023-12-22 15:57:00,2023-12-22 16:11:00,1,2023-12-22 15:57:00
2712,2869,10,144,3,3,True,,2023-05-15 13:53:00,2023-05-15 14:00:00,1,2023-05-15 13:53:00
2713,2870,9,171,4,4,True,,2023-02-28 14:43:00,2023-02-28 15:03:00,1,2023-02-28 14:43:00
2714,2871,7,446,2,2,True,,2023-07-20 20:03:00,2023-07-20 20:14:00,1,2023-07-20 20:03:00
2715,2872,4,473,4,4,True,,2023-10-21 20:46:00,2023-10-21 20:52:00,1,2023-10-21 20:46:00
2716,2873,15,444,4,4,True,,2023-12-11 23:14:00,2023-12-11 23:26:00,1,2023-12-11 23:14:00
2717,2874,13,210,1,1,True,,2023-03-16 20:00:00,2023-03-16 20:20:00,1,2023-03-16 20:00:00
2718,2875,5,386,2,2,True,,2023-06-20 21:15:00,2023-06-20 21:41:00,1,2023-06-20 21:15:00
2719,2876,19,241,3,3,True,,2023-12-06 16:46:00,2023-12-06 17:11:00,1,2023-12-06 16:46:00
2720,2877,16,252,3,3,True,,2023-01-25 21:42:00,2023-01-25 21:55:00,1,2023-01-25 21:42:00
2721,2878,15,98,1,1,True,,2023-11-16 20:02:00,2023-11-16 20:09:00,1,2023-11-16 20:02:00
2722,2879,3,296,3,3,True,,2023-03-23 19:20:00,2023-03-23 19:39:00,1,2023-03-23 19:20:00
2723,2880,10,89,1,1,True,,2023-02-05 11:48:00,2023-02-05 12:04:00,1,2023-02-05 11:48:00
2724,2881,14,162,5,5,True,,2023-12-08 22:43:00,2023-12-08 22:50:00,1,2023-12-08 22:43:00
2725,2882,8,422,5,5,True,,2023-02-05 15:00:00,2023-02-05 15:27:00,1,2023-02-05 15:00:00
2726,2883,13,101,4,4,True,,2023-12-18 20:32:00,2023-12-18 21:00:00,1,2023-12-18 20:32:00
2727,2884,6,30,1,1,True,,2023-02-16 23:00:00,2023-02-16 23:23:00,1,2023-02-16 23:00:00
2728,2885,11,29,4,4,True,,2023-07-15 11:47:00,2023-07-15 11:54:00,1,2023-07-15 11:47:00
2729,2886,4,472,4,4,True,,2023-02-23 23:35:00,2023-02-23 23:41:00,1,2023-02-23 23:35:00
2730,2887,12,257,2,2,True,,2023-04-19 16:16:00,2023-04-19 16:25:00,1,2023-04-19 16:16:00
2731,2888,1,207,5,5,True,,2023-06-02 13:03:00,2023-06-02 13:08:00,1,2023-06-02 13:03:00
2732,2889,18,394,2,2,True,,2023-05-16 15:36:00,2023-05-16 15:49:00,1,2023-05-16 15:36:00
2733,2890,3,409,2,2,True,,2023-10-19 16:06:00,2023-10-19 16:36:00,1,2023-10-19 16:06:00
2734,2891,18,162,1,1,True,,2023-12-10 22:03:00,2023-12-10 22:32:00,1,2023-12-10 22:03:00
2735,2892,18,345,3,3,True,,2023-12-22 16:10:00,2023-12-22 16:32:00,1,2023-12-22 16:10:00
2736,2893,25,381,5,5,True,,2023-11-25 16:10:00,2023-11-25 16:23:00,1,2023-11-25 16:10:00
2737,2894,1,328,3,3,True,,2023-10-10 00:50:00,2023-10-10 01:12:00,1,2023-10-10 00:50:00
2738,2895,23,75,1,1,True,,2023-12-20 00:52:00,2023-12-20 00:58:00,1,2023-12-20 00:52:00
2739,2896,11,433,1,1,True,,2023-03-08 13:01:00,2023-03-08 13:30:00,1,2023-03-08 13:01:00
2740,2897,18,270,5,5,True,,2023-04-22 20:14:00,2023-04-22 20:30:00,1,2023-04-22 20:14:00
2741,2898,9,144,4,4,True,,2023-10-12 23:52:00,2023-10-13 00:07:00,1,2023-10-12 23:52:00
2742,2899,18,211,1,1,True,,2023-09-20 20:41:00,2023-09-20 21:05:00,1,2023-09-20 20:41:00
2743,2900,25,15,2,2,True,,2023-08-02 21:34:00,2023-08-02 21:56:00,1,2023-08-02 21:34:00
2744,2901,25,62,2,2,True,,2023-10-16 21:36:00,2023-10-16 21:55:00,1,2023-10-16 21:36:00
2745,2902,13,380,5,5,True,,2023-09-02 17:20:00,2023-09-02 17:33:00,1,2023-09-02 17:20:00
2746,2903,14,1,1,1,True,,2023-09-11 13:51:00,2023-09-11 14:20:00,1,2023-09-11 13:51:00
2747,2904,8,209,5,5,True,,2023-05-03 16:24:00,2023-05-03 16:51:00,1,2023-05-03 16:24:00
2748,2905,17,266,2,2,True,,2023-12-19 23:57:00,2023-12-20 00:04:00,1,2023-12-19 23:57:00
2749,2906,6,22,2,2,True,,2023-04-13 18:15:00,2023-04-13 18:43:00,1,2023-04-13 18:15:00
2750,2907,19,488,2,2,True,,2023-09-05 17:12:00,2023-09-05 17:25:00,1,2023-09-05 17:12:00
2751,2908,10,114,1,1,True,,2023-12-13 10:53:00,2023-12-13 11:19:00,1,2023-12-13 10:53:00
2752,2909,21,149,2,2,True,,2023-01-12 21:33:00,2023-01-12 21:52:00,1,2023-01-12 21:33:00
2753,2910,12,148,4,4,True,,2023-11-16 18:06:00,2023-11-16 18:36:00,1,2023-11-16 18:06:00
2754,2911,5,115,2,2,True,,2023-10-24 23:01:00,2023-10-24 23:25:00,1,2023-10-24 23:01:00
2755,2912,11,1,3,3,True,,2023-01-04 11:01:00,2023-01-04 11:07:00,1,2023-01-04 11:01:00
2756,2913,16,361,3,3,True,,2023-01-04 13:26:00,2023-01-04 13:42:00,1,2023-01-04 13:26:00
2757,2914,17,485,5,5,True,,2023-03-21 20:44:00,2023-03-21 21:12:00,1,2023-03-21 20:44:00
2758,2915,5,114,2,2,True,,2023-06-17 00:04:00,2023-06-17 00:18:00,1,2023-06-17 00:04:00
2759,2916,16,331,4,4,True,,2023-08-12 18:21:00,2023-08-12 18:45:00,1,2023-08-12 18:21:00
2760,2917,4,367,2,2,True,,2023-01-10 19:05:00,2023-01-10 19:22:00,1,2023-01-10 19:05:00
2761,2918,4,420,1,1,True,,2023-12-09 17:46:00,2023-12-09 18:09:00,1,2023-12-09 17:46:00
2762,2919,24,211,3,3,True,,2023-07-06 01:05:00,2023-07-06 01:30:00,1,2023-07-06 01:05:00
2763,2920,2,148,1,1,True,,2023-06-14 12:01:00,2023-06-14 12:31:00,1,2023-06-14 12:01:00
2764,2921,25,159,4,4,True,,2023-05-02 18:50:00,2023-05-02 19:06:00,1,2023-05-02 18:50:00
2765,2922,1,356,4,4,True,,2023-01-06 20:31:00,2023-01-06 20:40:00,1,2023-01-06 20:31:00
